territorio,usuario,tweet,microtema
Colombia,USER_e3c20aa4be,"Usted cuando siente un dia perfecto lo daña con cualquier cosa!!!
esepto que esta ves se paso :/",Contenido no interpretable
Colombia,USER_e3c20aa4be,"Aveces en la vida hay que tomar desiciones, aveces esas desiciones ropen corazones!!!",Contenido no interpretable
Colombia,USER_e3c20aa4be,Llego la gota que derramo el baso,Contenido no interpretable
Colombia,USER_e3c20aa4be,Medio peliamos y consigue hasta con quien basilar,Contenido no interpretable
Colombia,USER_e3c20aa4be,{{LOCATION}} y sonrie :3,Contenido no interpretable
Colombia,USER_e3c20aa4be,"Le dicen la power ranger ,le cae a todos los muostros !!",Contenido no interpretable
Colombia,USER_e3c20aa4be,Que tengo la polla en candela y quiero comerte en celo !!,Contenido no interpretable
Colombia,USER_e3c20aa4be,"Mas que mi novia , simple mente mi vidaa..",Contenido no interpretable
Colombia,USER_e3c20aa4be,Aun siento maripositas cuando la beso ^.^,Contenido no interpretable
Colombia,USER_e3c20aa4be,Mas que enamorado *.*,Contenido no interpretable
Colombia,USER_e3c20aa4be,A la final las manos sanan pero el corazon no :/,Contenido no interpretable
Colombia,USER_e3c20aa4be,Y de chimba tambie le ablo a todas con las que le da rabia,Contenido no interpretable
Colombia,USER_e3c20aa4be,Y me canse de decile todo lo que la amo para que siempre me deje :/,Contenido no interpretable
Colombia,USER_e3c20aa4be,Y yo solo queria que me escuchara :/,Contenido no interpretable
Colombia,USER_e3c20aa4be,Y yo que queria mañana arruncharme con ella :/,Contenido no interpretable
Colombia,USER_e3c20aa4be,"Yo no quiero ir al paraiso , yo solo quiero ir a donde tu vas (({{USER_MENTION}} )) ^.^",Contenido no interpretable
Colombia,USER_e3c20aa4be,"Pasado pisado, presente de frente, y futuro sin mente",Contenido no interpretable
Colombia,USER_0426d44478,Cuanto amo estar sola ♡,Soledad y bienestar
Colombia,USER_0426d44478,¡¡NO MAMEEEES!! 💁💁👯👯 {{URL}},Contenido no interpretable
Colombia,USER_0426d44478,"Aparentar, sonreir, aparentar, sonreir (...) el transcurso de mi vida.",Apariencias y rutina
Colombia,USER_0426d44478,Hasta que por fin se conecta,Conexión social
Colombia,USER_0426d44478,"Hay un limite para todo, cuando llegue a ese limite lo sienton  le digo las cosas y me importa 5 si le duele o no.",Límites personales
Colombia,USER_0426d44478,¿Para que novio? Si hay amigos!!!,Amistad
Colombia,USER_0426d44478,"Dios, A/N, mi familia EL RESTO SOBRA.",Prioridades
Colombia,USER_0426d44478,♡22 de mayo llega ya ♡,Anticipación
Colombia,USER_0426d44478,#ChaChaCha ♡♡♡ {{URL}},Música y baile
Colombia,USER_0426d44478,{{PERSON}} es bueno pero si has de hacerlo cuando estes solo que nadie te moleste ni te vea hacerlo yo se que te duele :-(( RECUERDOS :'-(,Dolor y recuerdos
Colombia,USER_0426d44478,Se siente de lo peor sentir algo tan fuerte por una persona.,Sentimientos intensos
Colombia,USER_0426d44478,"Eres mi vida , pero al parecer yo en la tuya estorbo.",Desamor
Colombia,USER_0426d44478,Si mi  novio dejare su puto ORGULLLO todo seria mejor.,Conflicto de pareja
Colombia,USER_0426d44478,Y despues que por que mi actitud ;-)),Autodefensa
Colombia,USER_0426d44478,Me crítican y ni siquiera saben escribir mi nombre.,Críticas y resentimiento
Colombia,USER_0426d44478,Si le diera un beso por cada Fav que me da NUNCA ACABARIA.,Interacción romántica/afecto
Colombia,USER_0426d44478,#FelizDomingo  No se asusten!! ♡♡ {{URL}},Humor/evento
Colombia,USER_0426d44478,"Mi domingo perfecto es cuando: ""puedo dormir, comer y ver televisión"".",Ocio y relajación
Colombia,USER_0426d44478,{{PERSON}} dificil desacostumbrarme a no verte todos los dias pero no imposible .,Adaptación al cambio
Colombia,USER_0426d44478,Tan leeendo el Miguelito ♡♡♡ :') {{URL}},Afecto hacia persona
Colombia,USER_0426d44478,Tengo sueño pero por mi novio no {{PERSON}},Compromiso de pareja
Colombia,USER_0426d44478,Odio pelear por bobadas con mi novio.,Conflicto de pareja
Colombia,USER_c44b1f50e4,la experiencia hace al hombre,Reflexión filosófica
Colombia,USER_c44b1f50e4,"el ser humano, a pesar de disfrutar de “libertad”, no reconoce las diferentes cadenas “invisibles” o “sutiles” que lo esclavizan",Crítica social
Colombia,USER_c44b1f50e4,apaga la tele y enciende tu mente,Reflexión sobre medios
Colombia,USER_c44b1f50e4,{{URL}},Contenido no interpretable
Colombia,USER_c44b1f50e4,vicioso pero juicioso,Contradicción personal
Colombia,USER_c44b1f50e4,estoy que hago un préstamo en fundamujer pa comprame unas botas,Deseo de compra
Colombia,USER_c44b1f50e4,Es así como lo bueno y lo malo son conceptos que solo se adquieren en sociedad,Filosofía moral
Colombia,USER_c44b1f50e4,la sociedad corrompe al hombre,Crítica social
Colombia,USER_c44b1f50e4,la razón de mi desequilibrio psicológico,Malestar emocional
Colombia,USER_c44b1f50e4,"¿Para qué vivo sino para quererte?
¿por qué mi corazón sólo te llama?
el día vive hablándome de ti",Amor romántico
Colombia,USER_c44b1f50e4,"ámame
bésame
besa mis labios
besa mi pelo
mis dedos
mis ojos, mi cerebro
hazme olvidar",Deseo de intimidad
Colombia,USER_c44b1f50e4,"Estar muy enfermo y muy débil es algo
muy extraño",Estado físico
Colombia,USER_c44b1f50e4,como si la muerte fuese algo vergonzoso,Reflexión sobre la muerte
Colombia,USER_c44b1f50e4,Tuve la sensación de que podía caer dentro de aquellos ojos,Atracción personal
Colombia,USER_c44b1f50e4,"no me arrepiento de este amor, aunque me duela el corazón",Amor doloroso
Colombia,USER_c44b1f50e4,"diversión, distorsión",Conceptos contrastantes
Colombia,USER_c44b1f50e4,cosas decepcionantes y que no te estalle el trip,Gestión de decepciones
Colombia,USER_c44b1f50e4,la pensadera es un suicidio,Sobrepensamiento
Colombia,USER_c44b1f50e4,"estar en paz. cojer en paz. comer en paz. hablar en paz, cagar en paz. amar en paz. odiar en paz.",Búsqueda de paz
Colombia,USER_c44b1f50e4,Y ¿por qué es la creencia en Dios indeseable? Porque la muerte de {{PERSON}} nos hace libres de convertirnos en dioses nosotros mismos,Crítica religiosa
Colombia,USER_c44b1f50e4,hay que acabar con las tradiciones y con todo pensamiento de divinidad a martillazos,Rechazo de tradiciones
Colombia,USER_c44b1f50e4,uno es lo que ve todos los dias,Influencia del entorno
Colombia,USER_9c816888f0,No se por que la gente se sorprende tanto cuando les digo que estudio y donde 🧐.,Estudios
Colombia,USER_9c816888f0,"No se imaginan lo mucho que duele extrañar a alguien que ya no está, por eso disfruten a las personas que aman al máximo, puede que algún día ya no estén.",Añoranza
Colombia,USER_9c816888f0,Solo espero que todo empiece a salir mejor 🙏😓.,Esperanza
Colombia,USER_9c816888f0,Hace mucho no sentía está tranquilidad tan bonita 🤗😌.,Bienestar
Colombia,USER_9c816888f0,Me encanta ver como la gente es tan envidiosa 😂🙈.,Crítica social
Colombia,USER_9c816888f0,"Cuando {{PERSON}}, {{PERSON}} 😍🙊😳.",Afecto
Colombia,USER_9c816888f0,#NuevaFotoDePerfil 🙊. {{URL}},Cambio de perfil
Colombia,USER_9c816888f0,"Despues de tantos años, aun se me sigue arrungando el corazon cuando me hablan de el y mas en estas fechas 😭💔👼.",Recuerdo de ser querido
Colombia,USER_9c816888f0,"Si lo se, es mas dificil de lo que parece 🙄.",Dificultad
Colombia,USER_9c816888f0,Que bonito es recorrer las hermosas calles de {{LOCATION}} con las personas que quieres 😻🙊.,Viajes y compañía
Colombia,USER_9c816888f0,Definitivamente los actos lo son todo.,Reflexión de vida
Colombia,USER_9c816888f0,Como no se lo puede ganar con merito propio tiene que ir a mendigarlo 😂🙊.,Crítica de comportamiento
Colombia,USER_9c816888f0,Le doy gracias a Dios de que te alejaras 🎧😌.,Alivio por separación
Colombia,USER_9c816888f0,Que no importarme el pasado que antes me mataba solo es crecer 🎶😌.,Crecimiento personal
Colombia,USER_9c816888f0,Lo feliz que me hace pasar tiempo con mis amigas 😍💕.,Amistad
Colombia,USER_9c816888f0,No se imaginas lo agradecida que estoy con Dios por mandarme personas tan maravillosas ❤💫.,Gratitud
Colombia,USER_9c816888f0,"""Cáete mil veces, pero no olvides que eres capaz de levantarte"" 🍃💘.",Motivación
Colombia,USER_9c816888f0,Creo que lo peor de que me operarán es que no puedo comer por estos días todas las cosas deliciosas que me gustan 😭💔.,Salud y restricciones
Colombia,USER_9c816888f0,Definitivamente soy muy ilusa 😊.,Autocrítica
Colombia,USER_9c816888f0,No se imaginan como odio enfermarme tanto 😩.,Queja de salud
Colombia,USER_9c816888f0,"""Lo que es real nunca se va"".",Reflexión de vida
Colombia,USER_9c816888f0,Nunca seras suficiente para las personas que no saben lo que quieren.,Reflexión sobre relaciones
Colombia,USER_4529d4b740,Nada más agobiante que el calor que hace aquí.,Clima
Colombia,USER_4529d4b740,Lo mejor del día siempre será ver un mensaje tuyo.,Afecto personal
Colombia,USER_4529d4b740,"Quédate, tienes la capacidad de alegrarme el alma.",Afecto personal
Colombia,USER_4529d4b740,"No te necesito, pero joder quiero que estés aquí.",Afecto personal
Colombia,USER_4529d4b740,Por primera vez en mi vida me gustaría ir a {{LOCATION}} :c,Deseo de viaje
Colombia,USER_4529d4b740,"Lo único que me da estabilidad es estudiar lo que amo, mi mejor amigo y ella.",Relaciones y estudios
Colombia,USER_4529d4b740,"Lo bueno de estar solo el fin de semana es escuchar música a todo volumen desde la mañana hasta la noche, y poder cocinarme lo que se me antoje.",Ocio personal
Colombia,USER_4529d4b740,{{URL}},Contenido no interpretable
Colombia,USER_4529d4b740,Tengo el problema que por mas daño que me hagan sigo ahí si la persona me importa. Que verga,Reflexión sobre relaciones
Colombia,USER_4529d4b740,Odio ser tan malditamente orgulloso joder.,Autorreflexión
Colombia,USER_4529d4b740,"Es triste que sea más fácil reemplazar una persona, que intentar arreglar las cosas.",Reflexión sobre relaciones
Colombia,USER_4529d4b740,A este paso necesito es como una fábrica de audífonos._.,Necesidad de objetos
Colombia,USER_4529d4b740,{{URL}},Contenido no interpretable
Colombia,USER_4529d4b740,Juegan pesado y no les gusta que les respondan de la misma manera.,Dinámicas sociales
Colombia,USER_4529d4b740,No hay mayor expresión de libertad que cuando a uno le quitan los brackets :v,Experiencia personal
Colombia,USER_4529d4b740,"Gracias absolutamente por todo.
{{USER_MENTION}} {{URL}}",Agradecimiento
Colombia,USER_4529d4b740,Epica: Cry for the moon,Música
Colombia,USER_4529d4b740,Stravaganza: Hijo de la luna,Música
Colombia,USER_4529d4b740,"""Y entrégame tus labios rotos, los quiero besar, los quiero curar"".",Letra de canción
Colombia,USER_4529d4b740,"""Transfusión de magia pura para el corazón""",Letra de canción
Colombia,USER_4529d4b740,"{{PERSON}} es purgar la pena, deshidratar todo el miedo que hay en ti (8)",Letra de canción
Colombia,USER_4529d4b740,"Ya es hora de hacer lo que me hace feliz, y no lo que está bien.",Decisión personal
Colombia,USER_47ace5c9c4,sin miedo a nada,Actitud personal
Colombia,USER_47ace5c9c4,"#JeaNoCumple
{{USER_MENTION}} {{USER_MENTION}} en {{LOCATION}} anunciaron 6 pagos Extraordinarios, de {{USER_MENTION}} hoy 24 de DICIEMBRE niegan 6to giro extraordinario, se necesita SERIEDAD Y PUNTUALIDAD #JeaNoCumple #JeaNoResponde #IvanDuqueNoCumple #SusanaCorreaNoCumple",Queja política
Colombia,USER_47ace5c9c4,me da intriga cuando una mujer me escribe,Interacción social
Colombia,USER_47ace5c9c4,Dios mete tu mano,Religión/plegaria
Colombia,USER_47ace5c9c4,osea yo estudio todo lo q quieras pero a la hora de la verdad se me olvida todo,Dificultades académicas
Colombia,USER_47ace5c9c4,mk no quiero exponer jajajajajaj😩,Vida académica
Colombia,USER_47ace5c9c4,me hablan solo pa entromparme 🙄,Relaciones personales
Colombia,USER_47ace5c9c4,"me arranque el acrílico de mis uñas, no aguantabaaaaa",Cuidado personal
Colombia,USER_47ace5c9c4,Tengo como mes y medio q no veo mi periodo 🥺😩,Salud personal
Colombia,USER_47ace5c9c4,Ya no quiero saber nada de parciales,Estudios
Colombia,USER_47ace5c9c4,Me da risa porque {{PERSON}} y yo nos tratamos de cuenta verga y después nos andamos tratanto bonito jajajajajajajaja,Amistad
Colombia,USER_47ace5c9c4,"Y bueno... Una vez más empezando de 0, esperar que el tiempo ""cure"" las ""heridas"" y seguir con la vida, como el malparido de duque CARITA FELIZ.",Reflexión personal
Colombia,USER_47ace5c9c4,"Todo esto tiene un propósito, un por qué y un para qué, las cosas de Dios son infinitamente perfectas y yo sé que esto algún día se va acabar, porque como bien se sabe nada dura para siempre, ten paciencia, sé obediente que  Dios ya casi termina su labor. Quédate en casa.",Religión/reflexión
Colombia,USER_47ace5c9c4,{{PERSON}} {{URL}},Contenido no interpretable
Colombia,USER_47ace5c9c4,Así lit me la paso en el itsasjsjsjsj {{URL}},Contenido no interpretable
Colombia,USER_47ace5c9c4,Ya contagie a mi mamá de #Enfermeras  jajajsjsjsjs,Cine y series
Colombia,USER_47ace5c9c4,Yo en clases.,Vida académica
Colombia,USER_47ace5c9c4,A veces hay que aceptar que no es cuando nosotros queramos si no cuando {{PERSON}} quiera.,Reflexión personal
Colombia,USER_47ace5c9c4,Me vieron la cara de caliente apuesss,Relaciones personales
Colombia,USER_47ace5c9c4,🥴,Contenido no interpretable
Colombia,USER_47ace5c9c4,"Mi bebé lor está muy linda, la extrañoooo😩",Mascotas
Colombia,USER_47ace5c9c4,"Guarda ahí en tu corazón solo lo bueno, no te intoxiques con recuerdos tristes ni resentimientos, recuerda que el tiempo pasa y las penas se olvidan.",Reflexión personal
Colombia,USER_7bdd7a3236,Quién despierto pa mostrarle algo?😳,Búsqueda de interacción
Colombia,USER_7bdd7a3236,Por fin un line up sin Indira Paganotto,Música y eventos
Colombia,USER_7bdd7a3236,{{PERSON}} 47 días del año y no he dado ni un besito 😔,Afecto y romance
Colombia,USER_7bdd7a3236,{{LOCATION}},Contenido no interpretable
Colombia,USER_7bdd7a3236,"Qué aburrimiento, quién despierto pa mostrarle algo?",Búsqueda de interacción
Colombia,USER_7bdd7a3236,JAJAJAJAKALDLDLSKSKSKSKSKSJDJSJSJAJAJAJAJSKDKDKSJSWJWJQ,Humor
Colombia,USER_7bdd7a3236,"otra navidad sin pareja, con esta van todas las navidades",Soledad y relaciones
Colombia,USER_7bdd7a3236,{{PERSON}} por lo que queda de diciembre!!,Interacción social general
Colombia,USER_7bdd7a3236,"{{LOCATION}} y ya, cansones",Queja general
Colombia,USER_7bdd7a3236,Si fui una vez 😔,Reflexión personal
Colombia,USER_7bdd7a3236,JASHKAKSKSJSJSJAJA,Humor
Colombia,USER_7bdd7a3236,😭,Contenido no interpretable
Colombia,USER_7bdd7a3236,JAJSJSJAJAJSJS 😭😭😭,Humor y emoción
Colombia,USER_7bdd7a3236,A quién arruncho hoy ps?,Búsqueda de afecto
Colombia,USER_7bdd7a3236,Su papá que pidió matrimonio en sensor,Relaciones amorosas
Colombia,USER_7bdd7a3236,"La única persona que me causó interés amoroso después de mucho tiempo, es la misma que me hizo entender por qué estaba mejor sin relacionarme con alguien",Reflexión sobre relaciones
Colombia,USER_7bdd7a3236,Dónde hay de esos? Xd,Búsqueda/curiosidad
Colombia,USER_7bdd7a3236,"Tengo casa sola, quién me hace el favor de hacerme el almuerzo? 🙏🏻",Petición de ayuda
Colombia,USER_7bdd7a3236,De hombre 🙌🏼,Contenido no interpretable
Colombia,USER_7bdd7a3236,Quien despierto pa mostrarle el {{PERSON}}?,Búsqueda de interacción
Colombia,USER_2413bf3812,Campaña de {{PERSON}} : EN MENORIA KAREN LORENA VANEGAS {{URL}},Política
Colombia,USER_2413bf3812,"Nunca puedo estar tranquila, siempre una cosa tras de otra y cada vez peor y más estando tan lejos vida perra a lo bien.",Queja personal
Colombia,USER_2413bf3812,Ustedes como novias dejarían a su pareja sola y la apartarían de todos los espacios sociales? Solo pa saber si no más me pasa a mi we:p,Relaciones personales
Colombia,USER_2413bf3812,A ustedes también los hacen ir a una tienda seguido solo para coquetar con la cajera? Así estoy{{PERSON}},Interacción social
Colombia,USER_2413bf3812,O tengo un corazón muy noble o soy una re marica jajaj,Reflexión personal
Colombia,USER_2413bf3812,"Pero bueno, me siento bien  y tranquila. Hace tiempo quería salir de ahí.",Alivio personal
Colombia,USER_2413bf3812,Ahora si que mi vida va a dar el cambio extremo parce,Cambio de vida
Colombia,USER_2413bf3812,Las personas más leales que he tenido en mi vida. Las amo mucho🥰🥰,Afecto personal
Colombia,USER_2413bf3812,"Pues para alguien que no entiende la depresión y su magnitud, no puede opinar ni saber llevar una situación de caos.",Falta de entendimiento
Colombia,USER_2413bf3812,"Tú y yo bebé, haciendo de todo
Tú estás pa andar con este gato, no con ese pirobo",Romance
Colombia,USER_2413bf3812,"Lo único que me parte el corazón es mi sobrina cuando me dice ""Tía ya voy por ti"" o ""Tía extraño que me arrunches"":'(. Si supiera cuanta falta me hace esa chiquita.",Nostalgia familiar
Colombia,USER_2413bf3812,Parce me desespera que a las personas les valga verga llegar tarde a cualquier lado,Queja social
Colombia,USER_2413bf3812,Estoy tan cansada de dar con personas tan malparidas que no valoran ni chimba,Decepción con personas
Colombia,USER_2413bf3812,"{{LOCATION}} en cada esquina y no he podido comprar ni un gramo, que tristeza.",Frustración por carencia
Colombia,USER_2413bf3812,Nadie se imagina lo mucho que extraño a mi mamá.,Nostalgia familiar
Colombia,USER_2413bf3812,"Por mi vida han pasado personas tan maravillosas parce, que si se siente un poquito de tristeza el hecho de haberlas perdido.",Reflexión sobre pérdidas
Colombia,USER_2413bf3812,Estoy tan cansada mk las personas no valoran nada,Decepción con personas
Colombia,USER_2413bf3812,Need amigas gsus:(.,Deseo de amistad
Colombia,USER_2413bf3812,Jaja mk soy tan sensible que gonojana,Reflexión personal
Colombia,USER_2413bf3812,Cansada de dar con personas tan mierdas parce a lo bien,Decepción con personas
Colombia,USER_2413bf3812,"Las ganas de contarle absolutamente todo lo que me pasa me invaden, pero ver esa falta de interés me desmotivan tanto..",Desmotivación por falta de interés
Colombia,USER_77e0234d9a,Que será de la vida de mis amigos los que me alcoholizaban por todo?,Nostalgia social
Colombia,USER_77e0234d9a,Tenía ganas de un boliranolaso 😔😂,Deseo personal
Colombia,USER_77e0234d9a,Me traes loco bebé.,Amor/atracción
Colombia,USER_77e0234d9a,Los mismos en las mismas.,Observación cíclica
Colombia,USER_77e0234d9a,Me tiene dando vueltas.,Confusión/influencia
Colombia,USER_77e0234d9a,De esta me recupero. 😔,Resiliencia
Colombia,USER_77e0234d9a,Mi amigo se fue y me dejo este diciembre solo 😔,Soledad social
Colombia,USER_77e0234d9a,Pero ni una buena cogida te dará....,Comentario sexual
Colombia,USER_77e0234d9a,Ojalá tu noviecito te pudiera dar todo lo que yo te daría.,Rivalidad romántica
Colombia,USER_77e0234d9a,"Quiero que llegue rápido el sábado no para salir , si no para verte... ✨",Anticipación romántica
Colombia,USER_77e0234d9a,Tengo una gripa la hijueputa 🤦🏻‍♂️,Malestar físico
Colombia,USER_77e0234d9a,No les pasa que conocen a alguien y se olvidan de todo 😍,Enamoramiento inicial
Colombia,USER_77e0234d9a,La que te lo hace con amor y te demuestra amor esa es.,Reflexión amorosa
Colombia,USER_77e0234d9a,"Yo esperando un: también te amo, volvamos pero no 🤷🏻‍♂️.",Desamor/reconciliación fallida
Colombia,USER_77e0234d9a,Me traes loco bebé.,Amor/atracción
Colombia,USER_77e0234d9a,Se me sale el corazón por la boca 💔😭.,Emoción intensa
Colombia,USER_77e0234d9a,Me estoy muriendo 😭.,Dramatismo emocional
Colombia,USER_77e0234d9a,Ya llevo como 2 semanas celebrando mis cumpleaños 😂😂,Celebración personal
Colombia,USER_77e0234d9a,He sanado ❤️,Recuperación emocional
Colombia,USER_77e0234d9a,Lo más lindo volvió a mi vida.,Retorno positivo
Colombia,USER_77e0234d9a,POR FIN !! Todo vuelve a su lugar.,Resolución/alivio
Colombia,USER_16b7534d4c,"RT {{USER_MENTION}}: Tan linda la campaña de {{PERSON}}, sus marchas, su gente, maquillada, vestida de frailejones, resistentes, hinchadas,…",Política
Colombia,USER_16b7534d4c,bueno cuando empieza el desafío?,Televisión
Colombia,USER_16b7534d4c,tan cambiado que está el {{LOCATION}},Observación personal
Colombia,USER_16b7534d4c,"Yo solo quiero que me consientan, que me hablen hermoso y que me traten como princesita todos los días",Relaciones interpersonales
Colombia,USER_16b7534d4c,"Si me van a hacer love bombing que sea con detalles y regalos, eso así a secas qué",Relaciones amorosas
Colombia,USER_16b7534d4c,su mamá que compro boletas para ver a feid el 7 de diciembre,Música en vivo
Colombia,USER_16b7534d4c,se distraen y feid revive a {{PERSON}} morales pa sacarlo de invitado,Música y entretenimiento
Colombia,USER_16b7534d4c,entonces la única que no fue invitada por {{PERSON}} yo,Exclusión social
Colombia,USER_16b7534d4c,ojalá que los que se quedaron hasta hoy en {{LOCATION}} y se devuelven en carro les toque un trancon de 5 horas 😍,Deseos negativos
Colombia,USER_16b7534d4c,de verdad nunca pensé sentir tanto dolor en el corazón como hoy,Tristeza
Colombia,USER_16b7534d4c,voy a tener pesadillas con esta puta mierda {{URL}},Reacción negativa
Colombia,USER_16b7534d4c,estoy mamada de confiar en 11 hijueputas que no hacen nada,Frustración
Colombia,USER_16b7534d4c,nunca en la vida voy a volver a abrirle las puertas de mi casa ni de mi familia para que luego me fallen como si nada,Decepción
Colombia,USER_16b7534d4c,como que me desperté y lo de {{PERSON}} no era solo una pesadilla? soy este {{URL}},Duelo
Colombia,USER_16b7534d4c,mi yo de 13 años se rehúsa a creer que ya no estaaa,Duelo
Colombia,USER_16b7534d4c,me niego a creer que esta mierda es verdad no no no,Duelo
Colombia,USER_16b7534d4c,como lo subió niall / como lo vi yo {{URL}},Fandom
Colombia,USER_16b7534d4c,HOY VEO AL MISMÍSIMO NIALL HORAN EN VIVO Y TODO PARECE IRREAL,Música en vivo
Colombia,USER_16b7534d4c,hablé de mis sentimientos y me sentí así {{URL}},Expresión emocional
Colombia,USER_16b7534d4c,quien pidió esta señal,Reflexión personal
Colombia,USER_16b7534d4c,"hay que alejarse de las personas que saben que tienen la culpa, que cuentan una versión totalmente diferente de la historia para siempre quedar como víctimas, sentirse bien consigo mismas y no aceptar que son un asco.",Crítica de comportamiento
Colombia,USER_637bed9efc,Las lagrimas caen solas #7YearsOfOneDirection,Fandom musical
Colombia,USER_637bed9efc,Niall ni Harry incluyeron a {{LOCATION}} en sus tours 💔,Fandom musical
Colombia,USER_637bed9efc,#Orgullo{{NUMBER}},Lgbtq+
Colombia,USER_637bed9efc,ME QUEDAN DOS DIAS Y MEDIO PARA QUE SE ME ACABEN LAS VACACIONES 😭😭😭😭😭😭😭😭😭😭😭😭😭😭,Fin de vacaciones
Colombia,USER_637bed9efc,"En dos dias cumple nuestro Harry :( 

SMILE FOR HARRY",Fandom musical
Colombia,USER_637bed9efc,"Esta mujer es hermosa, u merece ganar #{{LOCATION}}",Concurso
Colombia,USER_637bed9efc,Llevo 5 años esperando a que los chicos me sigan. Y creo que voy a esperar {{NUMBER}} años mas 😭,Fandom musical
Colombia,USER_637bed9efc,"{{USER_MENTION}} feliz cumpleaños, dios te bendiga, que cumplas muchos años mas, que todos tus sueños y metas se puedan hacer realidad ♥♥",Felicitación
Colombia,USER_637bed9efc,{{PERSON}} chimva que {{PERSON}},Opinión personal
Colombia,USER_637bed9efc,{{LOCATION}} se va a comvertir en una mierda #LaEraTrump,Política
Colombia,USER_637bed9efc,Me cree un instagram nuevo. {{PERSON}} y nos seguimos #instagram #followme #followback,Redes sociales
Colombia,USER_637bed9efc,Mañana es mi cumpleaños 😢 odio cumplir años 😠,Queja personal
Colombia,USER_637bed9efc,"{{USER_MENTION}} papasito hoy me hiciste el dia, con el pico que me diste, muchisimas gracias, me encantas un monton",Afecto personal
Colombia,USER_637bed9efc,docientos veinte  #MTVStarsNiallHoran,Fandom musical
Colombia,USER_637bed9efc,{{PERSON}}MTVStarsNiallHoran,Fandom musical
Colombia,USER_637bed9efc,ciento noventa  #MTVStarsNiallHoran,Fandom musical
Colombia,USER_637bed9efc,ciento ochenta  #MTVStarsNiallHoran,Fandom musical
Colombia,USER_637bed9efc,noventa #MTVStarsNiallHoran,Fandom musical
Colombia,USER_637bed9efc,"""NO QUIERE ENAMORARSE, DICE QUE SE QUEDA SOLA, QUE HA PASADO MUCHO MAL DE AMORES, EN SU VIDA NADIE LA CONTROLA""

ESTA ES MI CANCIOOOOONN ♥",Música
Colombia,USER_637bed9efc,"LAS COLOMBIANAS SOMOS UNAS MAMASITAS, NADIE LO NIEGA #SiSiColombia #ChaoPapaColPaLaFinal",Deportes
Colombia,USER_637bed9efc,QUE EMOCION VER A LA SELECCION #SiSiColombia #ChaoPapaColPaLaFinal,Deportes
Colombia,USER_0d090a2c27,Que vaina tener que pasar por esto.,Malestar personal
Colombia,USER_0d090a2c27,Solo {{PERSON}} sabe lo que me pasaría...,Incertidumbre personal
Colombia,USER_0d090a2c27,El corazón y la mente me dicen cosas muy diferentes...,Conflicto interno
Colombia,USER_0d090a2c27,Ojalá llegarán pronto mis cumpleaños {{PERSON}}.,Anticipación de cumpleaños
Colombia,USER_0d090a2c27,"Esta de cumpleaños el tocayo más lindo,disculpe tocaya jajaja😍  {{USER_MENTION}}",Felicitación de cumpleaños
Colombia,USER_0d090a2c27,Que vaina seguir pensando en lo que ha llegado a suceder...,Reflexión sobre el pasado
Colombia,USER_0d090a2c27,Adopté ese animalito y mi deber ahora es darle mucho cariño💘.,Adopción de mascota
Colombia,USER_0d090a2c27,{{LOCATION}} que tienen novia y les siguen cayendo al man pbs.,Crítica de comportamiento
Colombia,USER_0d090a2c27,Que no veo las hora en la cual pueda verte así sea por un momento...,Anhelo de encuentro
Colombia,USER_0d090a2c27,Su movimiento impresiona...,Admiración
Colombia,USER_0d090a2c27,{{LOCATION}} a mi lado es mi necesidad j.,Deseo de compañía
Colombia,USER_0d090a2c27,Se me hace difícil creer que esto fue solo una aventura.,Reflexión sobre relación
Colombia,USER_0d090a2c27,La noches que pasamos ya las quiero revivir.,Nostalgia
Colombia,USER_0d090a2c27,Cada momento que se presente reviven las cosas....,Reactivación de recuerdos
Colombia,USER_0d090a2c27,Solo espero encontrar esas zapatillas😍.,Búsqueda de un objeto
Colombia,USER_0d090a2c27,"¡Revivieron los recuerdos,revivió todo!",Resurgimiento de recuerdos
Colombia,USER_0d090a2c27,Jc💘.,Expresión de cariño
Colombia,USER_0d090a2c27,Que vaina con esa {{LOCATION}}😷.,Molestia con situación
Colombia,USER_0d090a2c27,Quiero un nuevo celular😞😭.,Deseo de objeto tecnológico
Colombia,USER_0d090a2c27,Te elijó una y mil veces flaco.,Declaración de amor
Colombia,USER_0d090a2c27,"Lo entrego todo por ti,todito todo por ti y tengo a Dios como testigo de este amor j.",Compromiso romántico
Colombia,USER_42d2ab315f,Volver a Twitter porque me vuelven mierda es lo mío.,Comportamiento en redes
Colombia,USER_42d2ab315f,Todo lo que he esperado y como lo he estado esperando me lo están dando y me siento muy chimba.,Satisfacción personal
Colombia,USER_42d2ab315f,Adivinen amix...,Interacción social
Colombia,USER_42d2ab315f,Queme mi mes de {{PERSON}} en {{LOCATION}} :(,Experiencia negativa
Colombia,USER_42d2ab315f,"Me dura más un ""no vuelvo a tomar"" que una relación.",Humor
Colombia,USER_42d2ab315f,"{{PERSON}} no, quiero que estén al 100 para mi, no soporto menos :(",Expectativas en relaciones
Colombia,USER_42d2ab315f,{{PERSON}} mientras se pueda...,Contenido no interpretable
Colombia,USER_42d2ab315f,"Me siento culpable cuando en las mañanas me como dos panes, en las tardes cuando repito almuerzo y en las noches cuando no me lo ceno a usted mi amor :(",Añoranza romántica
