territorio,usuario,tweet,microtema
Argentina,USER_19469b5c13,yo el lunes,Humor
Argentina,USER_19469b5c13,✨ {{URL}},Contenido no interpretable
Argentina,USER_19469b5c13,me había ilusionado con dormir acompañado hoy 😔,Soledad
Argentina,USER_19469b5c13,"últimamente estoy pensando muchísimas cosas que me gustaría plantearle a mi novia para que nuestra relación sea mejor, pero a veces no encuentro las palabras para hablar de la mejor manera",Relaciones románticas
Argentina,USER_19469b5c13,los que me tocan de equipo en el Mobile Legends,Videojuegos
Argentina,USER_19469b5c13,"es preocupante qué mi novia no me responda hace más de 3 horas, qué dicen? se estará durmiendo la siesta de su vida?",Relaciones románticas
Argentina,USER_19469b5c13,"tiene una gordofobia esa pelotuda, o fue gorda de chica o los odia de onda. 

cuando se va la boluda esta?",Crítica social
Argentina,USER_19469b5c13,"me mandaron al psicólogo recién, hermosa forma de arrancar la mañana 🤪",Consulta profesional
Argentina,USER_19469b5c13,"qué paja es tener que andar explicando las cosas que pasan, las personas no se dan cuenta de sus acciones o son muy egoístas para darse cuenta por ellas mismas? 
🤪",Frustración interpersonal
Argentina,USER_19469b5c13,"yo? clasifiqué a este quinto, y lo ví desde el escenario a TODOS los minutos épicos que tiró acru ese día , y lo mejor fue verlo contra el Klan siosi",Eventos y logros personales
Argentina,USER_cd8c51b857,VIVAN Y DEJEN VIVIR ❤,Reflexión personal
Argentina,USER_cd8c51b857,"No. {{PERSON}} todo acá, porque no lo pense antes a esto? 😊😊",Reflexión personal
Argentina,USER_cd8c51b857,Necesito el abrazo mas grande del mundo.,Búsqueda de consuelo
Argentina,USER_cd8c51b857,{{PERSON}} es lo peor del mundo.,Crítica personal
Argentina,USER_cd8c51b857,Acá hay lloreria? Digo para mandarlo ahí 😂,Humor
Argentina,USER_cd8c51b857,Quiero ser feliz falta mucho?,Búsqueda de felicidad
Argentina,USER_cd8c51b857,"Los viernes jajaja {{USER_MENTION}} {{USER_MENTION}} #juanga, #{{PERSON}}, #franco😂😂",Ocio
Argentina,USER_cd8c51b857,{{USER_MENTION}} lo linda que es y lo mucho que vale❤,Elogio a tercero
Argentina,USER_cd8c51b857,{{PERSON}} faaavooor,Petición
Argentina,USER_cd8c51b857,Yo mil 😔,Sentimiento personal
Argentina,USER_cd8c51b857,Soy la única pelotuda que perdono una guampa? Y sigue aguantando hasta lo peor? No me contesten.,Problemas de pareja
Argentina,USER_cd8c51b857,"Antes no me afectaba en lo más mínimo que me digan, encima de fea estas por desaparecer de flaca. Ahora si, me afecta y mucho!",Autoestima
Argentina,USER_cd8c51b857,Todo vuelve. Todo.,Filosofía de vida
Argentina,USER_cd8c51b857,Que no que soy yo? 😂😂😂 {{USER_MENTION}} {{USER_MENTION}},Humor
Argentina,USER_cd8c51b857,Tendría que ser artista la loca. Me acuerdo las veces que se agarraba el pecho y lloraba como criatura cada vez que la dejaban. Dios mio .......,Comentario sobre terceros
Argentina,USER_cd8c51b857,"Es verdad cuando décimos, algunas minas no nos quieren, porque no nos conocen. Porque después nos escriben hasta para salir con nuestro grupo 😂😂❤❤.",Relaciones sociales
Argentina,USER_cd8c51b857,"Convengamos q después esta pini, la típica amiga que va a sacar de donde no tiene para ayudarte, q va a dejar de comer ella por darte a vos. Que jamás te va a dejar sola, pase lo q pase. Esa amiga q te abre los ojos y a la vez te da un abrazo para q llores.vale oro lo juro ❤",Amistad
Argentina,USER_cd8c51b857,"Sali para dejar la bolsa basura en el canasto, con las galletitas que estaba comiendo. {{PERSON}} la bolsa de galletitas y volví con la basura 😂😂😂 lpm",Humor
Argentina,USER_cd8c51b857,Si tengo 2 amigas es mucho. Pero valen la pena❤,Amistad
Argentina,USER_cd8c51b857,{{PERSON}} hasta no dar más♡,Disfrute
Argentina,USER_cd8c51b857,A mi amiga la llevan a comer así todo enamorados 😍😍😍.,Relaciones de pareja
Argentina,USER_cd8c51b857,{{PERSON}} espera que yo prenda la luz {{USER_MENTION}} 😂,Humor
Argentina,USER_956204cb53,"RT {{USER_MENTION}}: Soy una mujer que trabaja, gana su dinero y resuelve. {{PERSON}} voy a querer a un hombre que resuelva el doble o triple de…",Expectativas de pareja
Argentina,USER_956204cb53,RT {{USER_MENTION}}: cualquier plan q involucre un termo y un mate me parece un planazo,Mate y ocio
Argentina,USER_956204cb53,"RT {{USER_MENTION}}: No todos los países pueden ver su bandera en el cielo. 

FELIZ DIA 🇦🇷 {{URL}}",Orgullo nacional
Argentina,USER_956204cb53,RT {{USER_MENTION}}: Soy quien soy porque incluso en el momento más traumático de mi vida me levanté al día siguiente y actúe como si nada pasara,Resiliencia personal
Argentina,USER_956204cb53,RT {{USER_MENTION}}: q difícil es dormir cuando la cabeza no para de hablar,Insomnio
Argentina,USER_956204cb53,RT {{USER_MENTION}}: {{LOCATION}} y maratón de películas en días lluviosos y nublados.,Cine y ocio
Argentina,USER_956204cb53,"RT {{USER_MENTION}}: No voy a romantizar el desinterés, merezco a alguien que me ame intensamente y me lo demuestre todos los días.",Expectativas románticas
Argentina,USER_956204cb53,RT {{USER_MENTION}}: mi fantasía sexual es ver las auroras boreales en {{LOCATION}} con el amor de mi vida,Deseo de viaje romántico
Argentina,USER_956204cb53,"RT {{USER_MENTION}}: a esta etapa d mi vida la llamo: ni idea, sólo tomo mate y hago lo q puedo",Reflexión vital
Argentina,USER_956204cb53,"RT {{USER_MENTION}}: {{LOCATION}}, mates y viajar a cualquier lado {{URL}}",Deseo de viaje
Argentina,USER_956204cb53,RT {{USER_MENTION}}: Yo fingiendo estar bien con una situación que claramente me está afectando {{URL}},Ocultamiento emocional
Argentina,USER_956204cb53,RT {{USER_MENTION}}: Lo más hot que un hombre puede hacer es demostrarte cuánto te extraña.,Atracción emocional
Argentina,USER_956204cb53,RT {{USER_MENTION}}: {{URL}},Contenido no interpretable
Argentina,USER_956204cb53,"RT {{USER_MENTION}}: {{LOCATION}} hasta que llegue al que no le tengo que pedir nada, porque todo le nace.",Expectativas de pareja
Argentina,USER_956204cb53,RT {{USER_MENTION}}: Creo en los reencuentros y en las vueltas que da la vida.,Reflexión sobre el destino
Argentina,USER_956204cb53,RT {{USER_MENTION}}: Que lindo sería tener por las noches a alguien que me abrace y me haga mimos hasta dormirme,Deseo de intimidad
Argentina,USER_956204cb53,RT {{USER_MENTION}}: lo que todos necesitamos {{URL}},Contenido no interpretable
Argentina,USER_956204cb53,RT {{USER_MENTION}}: Hay gente a la que nunca le pusieron los partidos del mundial en el colegio y eso se nota.,Cultura popular
Argentina,USER_956204cb53,"RT {{USER_MENTION}}: monogamia, risas, besos, caricias, viajes e intensidad, es mucho pedir???",Deseos de relación
Argentina,USER_956204cb53,RT {{USER_MENTION}}: Yo me considero millonaria cuando no existe ningún vínculo que altere mi sistema nervioso.,Bienestar emocional
Argentina,USER_956204cb53,RT {{USER_MENTION}}: {{LOCATION}} y maratón de películas en días lluviosos y nublados.,Cine y ocio
Argentina,USER_956204cb53,RT {{USER_MENTION}}: Esto y que nadie nos moleste {{URL}},Contenido no interpretable
Argentina,USER_c6f7494b12,Q ganas de conocer gente nueva dios,Deseo de socializar
Argentina,USER_c6f7494b12,Que ganas de sentirme linda,Autoestima
Argentina,USER_c6f7494b12,El truco está en darle a cada persona la misma importancia que te dan,Consejo de relaciones
Argentina,USER_c6f7494b12,"Ojalá todos tengan a una persona en quién confiar, poder contarle todo y a toda hora, que no te juzgue por nada, que te aguante con todas las crisis existenciales y que te haga cagar de risa en medio de una llorada . {{PERSON}} no te vayas nunca {{USER_MENTION}}",Valoración de la amistad
Argentina,USER_c6f7494b12,Como me aburre la gente mentirosa diosssss que paj,Crítica social
Argentina,USER_c6f7494b12,Que feo es ver algo que no querías ver,Decepción
Argentina,USER_c6f7494b12,Todas maquillándose y yo todavía no agarro ni el peineeeee,Rutina personal
Argentina,USER_c6f7494b12,Por finnnnnn una buenaaaaaaaa,Noticia positiva
Argentina,USER_c6f7494b12,El día 😍☁️,Apreciación del entorno
Argentina,USER_c6f7494b12,La gente no cambia nunca,Pesimismo social
Argentina,USER_c6f7494b12,Alto embole,Aburrimiento
Argentina,USER_c6f7494b12,Estoy indignada porque mi hermana no quiere venir a tomar mates conmigo y comer mantecol. Dale MALA,Queja personal
Argentina,USER_c6f7494b12,Tremenda noche 😍,Experiencia positiva
Argentina,USER_c6f7494b12,"La vida es como un círculo, queridx, todo vuelve y se devuelve",Reflexión de vida
Argentina,USER_c6f7494b12,Necesito mil kilos de helado,Antojo de comida
Argentina,USER_c6f7494b12,Soy felizzzzzzzz por fin 👩🏽‍⚕️❤️✨,Felicidad por logro
Argentina,USER_c6f7494b12,Cuántas veces te habrás sentido poca cosa solo por estar esperando que te valorara  la gente equivocada,Reflexión sobre autoestima
Argentina,USER_c6f7494b12,"A los que juegan a perderte, dejalos ganar",Consejo de vida
Argentina,USER_c6f7494b12,{{PERSON}} necesito que me abracen fuerte y no me sueltennn,Necesidad de afecto
Argentina,USER_c6f7494b12,Sos capaz de lograr lo que sea si tu entusiasmo no tiene límites.,Motivación personal
Argentina,USER_c6f7494b12,Nadie descuida lo que le importa,Reflexión interpersonal
Argentina,USER_c6f7494b12,"Nunca me voy a dejar de preguntar qué onda los que se creen mejor por ir a ""química""o ""electricidad""  viejaaaaaaaa para un poco, vas al secundario nomás después hay que ver el que estudia  y se recibe jajajajaja",Crítica a la superioridad
Argentina,USER_094646ddcb,NO PUEDO CREER A QUIEN ME CRUCÉ {{URL}},Encuentro personal
Argentina,USER_094646ddcb,Soy ese,Contenido no interpretable
Argentina,USER_094646ddcb,Conocí una piba en {{LOCATION}} y la invité a merendar y se pidió EMPANDAS CON CAFÉ!!! ustedes pueden creerlo?? {{URL}},Anécdota social
Argentina,USER_094646ddcb,"Hace menos de 1 año pasaba de los mejores cumples de mi vida y ahora es TODO tan distinto, lo fácil que puede cambiar el camino",Reflexión sobre cambio
Argentina,USER_094646ddcb,{{URL}} stream on,Transmisión en vivo
Argentina,USER_094646ddcb,Primer mes del año en el cual puedo decir que estoy feliz loko,Estado de ánimo positivo
Argentina,USER_094646ddcb,"Definitivamente, vencido hasta la semana que viene.",Cansancio / estrés
Argentina,USER_094646ddcb,Fui todo lo que podía ser y con eso estoy contento,Auto-aceptación
Argentina,USER_094646ddcb,hermoso día,Clima / entorno
Argentina,USER_094646ddcb,Si supiera lo virgen que soy kjjj,Humor personal
Argentina,USER_094646ddcb,"Por qué tan poca fe al muchacho {{PERSON}}, el loco es mega disciplinado, va a llegar muy bien al día de la velada.",Comentario sobre evento
Argentina,USER_094646ddcb,{{PERSON}} mal tirando esta chicos? {{URL}},Crítica / opinión
Argentina,USER_094646ddcb,"Hoy voy al next de {{PERSON}}, no estoy preparado para los jijeos",Anticipación social
Argentina,USER_094646ddcb,"Todos hablan de dejarse el pelo largo, pero los que nos estamos quedando PELADO que?",Humor sobre apariencia
Argentina,USER_094646ddcb,Qué lindo cuando después de tanto empiezan a salir las cosas bien,Optimismo / logros
Argentina,USER_094646ddcb,{{PERSON}} muchachos.,Contenido no interpretable
Argentina,USER_094646ddcb,Es mejor estar sorprendido que decepcionado a esta altura,Filosofía de vida
Argentina,USER_094646ddcb,El prime será LEGENDARIO,Expectativa de futuro
Argentina,USER_094646ddcb,"{{PERSON}} alguien sabe que mierda pasó con los mosquitos, el año pasado rompían las pelotas todos los días y ahora no vi ni uno",Observación ambiental
Argentina,USER_094646ddcb,"Ayer prendí con el extensible y los primeros 30 minutos un wacho tirando banda de bots, después el OBS cerrándose de la nada 2 veces, posta hay veces que pienso que tengo una macumba atrás pero gracias por bancar la toma a pesar de esas cagadas",Problemas técnicos / streaming
Argentina,USER_094646ddcb,monogamia patria y familia viejo nomas,Valores tradicionales
Argentina,USER_094646ddcb,Como me gustaria hacer DS hablando gilada en STREAM con gente piola,Deseo / hobby
Argentina,USER_ad85094f95,Mi maldita manía de emcariñarme con gente que vale una mierda !,Decepción interpersonal
Argentina,USER_ad85094f95,{{URL}} ❤{{LOCATION}} mi vida estuve buscándote ...{{USER_MENTION}} {{USER_MENTION}},Romance y afecto
Argentina,USER_ad85094f95,"Que te digan no entiendo cómo estás tan tranquila ?  No , no lo estoy,  pero pa que seguir insistiendo en gente que le importo un carajo  , corta !",Frustración interpersonal
Argentina,USER_ad85094f95,{{PERSON}}😎,Contenido no interpretable
Argentina,USER_ad85094f95,"Estoy en el hospital de {{LOCATION}}  y escucho algo q me encanta, una voz única "" toda mi vida estuve buscándote ""  te dice algo ?? Te amo Manu ❤️ {{USER_MENTION}} {{USER_MENTION}}",Música y afecto
Argentina,USER_ad85094f95,"Por Dios no me puedo levantar de la cama , pero el hambre me hace dudar 🤣",Humor cotidiano
Argentina,USER_ad85094f95,Que hermosaa canción {{USER_MENTION}} ❤️,Música
Argentina,USER_ad85094f95,Era tan grande nuestro amor que la envidia nos separó !,Relaciones pasadas
Argentina,USER_ad85094f95,"ay canté Alas rotas , cientos de kms  rumbo a misiones en moto , inclusive bajo la lluvia 400 nomás jaja ,hace un par de años y vos siempre acompañándome  {{PERSON}} ❤️{{USER_MENTION}} {{USER_MENTION}}",Nostalgia y viajes
Argentina,USER_ad85094f95,🤔,Contenido no interpretable
Argentina,USER_ad85094f95,{{PERSON}},Contenido no interpretable
Argentina,USER_ad85094f95,Quiero borrarte de mi cabeza y mi corazón y no sé cómo ...,Desamor y superación
Argentina,USER_ad85094f95,No sabes cuánto extraño tus besos ...,Afecto y añoranza
Argentina,USER_ad85094f95,Una parte de mi te sigue extrañando ...,Añoranza
Argentina,USER_ad85094f95,Yo y mi extraña manía de ayudar a quién nunca me ayudaría .,Reflexión personal
Argentina,USER_ad85094f95,Te invito a caminar conmigo a la orilla del mar ...,Compañerismo y ocio
Argentina,USER_ad85094f95,Me quemo la cabeza y todavía no puedo entender que querés de mi ?,Confusión interpersonal
Argentina,USER_ad85094f95,"Yo pensé que era la única boluda pero no, somos dos jajjaj",Humor y auto-percepción
Argentina,USER_ad85094f95,"Parece que los escorpiones no aprendemos más loco ,un boleo en el medio del OGT hay que darles jajjaja ,empezamos dale ?? 😜",Humor y astrología
Argentina,USER_ba0030adeb,"En realidad ya nada me enoja, tipo es como ¿desgano? Se podría decir, eso que sentis que queres que pase y no pasa y entonces decis ""y bueno, la proxima"" y seguis con tu vida, sería algo así",Contenido no interpretable
Argentina,USER_ba0030adeb,"Esta mal? Si, pero es con la única persona con la que siento un apego emocional. Si con ella estoy bien, con el mundo estoy bien, si con ella estoy mal todos se pueden ir a la reconcha de la lora. No hay punto medio",Contenido no interpretable
Argentina,USER_ba0030adeb,A veces re leo mis twits porque me olvido de que me quejo,Contenido no interpretable
Argentina,USER_ba0030adeb,"Hizo un puto collage de fotos, un puto colllage del mes.. en ninguna estoy yo, están los regalos y la torta, pero el pelotudo no figura en ninguna. Como mierda me voy a sentir especial después? Como?",Contenido no interpretable
Argentina,USER_ba0030adeb,"Somos polos opuestos, ella es muy insta y yo soy muy tw",Contenido no interpretable
Argentina,USER_ba0030adeb,Me voy a casar con esta mujer,Contenido no interpretable
Argentina,USER_ba0030adeb,Solo espero que estés bien,Contenido no interpretable
Argentina,USER_ba0030adeb,Fue con infrarrojo !!,Contenido no interpretable
Argentina,USER_ba0030adeb,Me empieza a seguir gente re ¿¿?? en instagram,Contenido no interpretable
Argentina,USER_ba0030adeb,"Perdón, no twitteo porque estoy ocupado siendo feliz",Contenido no interpretable
Argentina,USER_ba0030adeb,Declaró que el corazón es dictador y esclavo,Contenido no interpretable
Argentina,USER_ba0030adeb,"Mi ex? La más linda, cam si ves esto tkm",Contenido no interpretable
Argentina,USER_ba0030adeb,El signo {{LOCATION}} no puede ser tan trolo man,Contenido no interpretable
Argentina,USER_ba0030adeb,De Boca jrs como toda persona de bien . {{URL}},Contenido no interpretable
Argentina,USER_ba0030adeb,"No se si estoy muy analítico o que, pero la gente me parece más rara de lo normal",Contenido no interpretable
Argentina,USER_ba0030adeb,Y que se hace en una primera salida?,Contenido no interpretable
Argentina,USER_ba0030adeb,Entre dos cielos . {{URL}},Contenido no interpretable
Argentina,USER_ba0030adeb,"Hasta 3 vistos te banco, ya después mí dignidad no me lo permite",Contenido no interpretable
Argentina,USER_ba0030adeb,"La noche de año nuevo es una de las noches más difíciles para las personas que tienen depresión, porque es un antes y un después, de lo que somos y lo que fuimos y de lo que perdimos y tenemos. Es otra noche de aceptar toda la lucha interna que tiene cada uno",Contenido no interpretable
Argentina,USER_ba0030adeb,El 31 prometo tardar más en revivir {{URL}},Contenido no interpretable
Argentina,USER_ba0030adeb,Que buen piropo,Contenido no interpretable
Argentina,USER_c2932014a9,"Se me parte el corazón, perdóname mi amor.",Sentimientos de pareja
Argentina,USER_c2932014a9,"{{PERSON}} solo no duele, sentirse solo- 
Eso ya es otra cosa!",Sentimientos de soledad
Argentina,USER_c2932014a9,"Si la estas pasando tan mal, mejor alejate.",Consejo personal
Argentina,USER_c2932014a9,"Yo tengo esa fe de que en algún momento todo va a estar bien, y que las cosas se van a dar como tienen que darse.",Esperanza y optimismo
Argentina,USER_c2932014a9,"Quisiera decir mirándote a los ojos lo que siento yo , quisiera contarte que me vuelvo loco por tener tu amor .. {{URL}}",Declaración de amor
Argentina,USER_c2932014a9,Tal  ve la canse chamigo,Duda personal
Argentina,USER_c2932014a9,"Estaba pensando en un nombre para llamar al auto, Algo asi como El roncador, El oliva, EL MAÑOSO jajajaja quien me ayuda? {{URL}}",Interacción sobre autos
Argentina,USER_c2932014a9,"Como odio la gente falsa, es algo que no tolero.",Queja social
Argentina,USER_c2932014a9,{{LOCATION}} cumple al amor de mi vida {{USER_MENTION}} ♥ {{URL}},Celebración de cumpleaños
Argentina,USER_c2932014a9,La satisfacción que me da tenerlo es increíble ♥ estrenando llavero jaaja,Alegría por posesión
Argentina,USER_c2932014a9,Como puede ser que me gusten tanto los fierros oxidados,Intereses personales
Argentina,USER_c2932014a9,"Fueguito en la cocina a leña, acompañado de un buen patero 👌 {{URL}}",Disfrute doméstico
Argentina,USER_c2932014a9,{{LOCATION}} no voy a parar hasta casarme con esa mujer 😍,Intención de matrimonio
Argentina,USER_c2932014a9,"Porque eres tan bonita, tan bonita
Que lo daría todo
Por verte sonreír mi princesita ♥ {{URL}}",Elogio romántico
Argentina,USER_c2932014a9,"Queria que le haga papas fritas mi novia, como 3kg le estoy haciendo jajaja ❤",Cocina para pareja
Argentina,USER_c2932014a9,Tengo la novia más hermosa de todas 🙈❤️,Elogio de pareja
Argentina,USER_c2932014a9,"Si haces por qué haces, si no haces por qué no haces, si le pones mucho por qué le pones mucho, si le pones poco por qué le pones poco, todo te critican nunca un {{PERSON}}.",Frustración por críticas
Argentina,USER_c2932014a9,"{{PERSON}} quien puediera contarle lo enamorado que estoy de mi novia, la mujer que sin miedo me acompaña ❤️ {{URL}}",Amor y aprecio de pareja
Argentina,USER_c2932014a9,Estoy feliz por mi primo y un orgullo para mí que me pida que vallamos a ver y buscar ese falcón ! El corazón avalado viene de familia 😄❤️,Orgullo familiar y autos
Argentina,USER_c2932014a9,"Nunca pensé que iba a decir esto pero.. 
Que ganas de ir a trabajar que tengo!",Actitud positiva hacia el trabajo
Argentina,USER_c2932014a9,"{{PERSON}} con el episodio de {{PERSON}}, {{LOCATION}} de {{PERSON}} jajaja ojala me pasara eso",Deseo lúdico
Argentina,USER_c2932014a9,La deje a mi novia cortarme el pelo .,Actividad de pareja
Argentina,USER_290b5b6fd9,"Perdón ma, estos meses me dolió mucho el corazón y dejé que me lastimaran. Pero estoy haciendo lo mejor que puedo para salir adelante por vos",Superación personal
Argentina,USER_290b5b6fd9,Tengo ganas de ir a merendar lo único q me lo impide es ser POBRE,Queja económica
Argentina,USER_290b5b6fd9,"Al fin y al cabo ser feliz es lo que debo exigirte
Y si ya eres feliz sin mí, no puedo contradecirte",Desamor
Argentina,USER_290b5b6fd9,Que pedazo de show el de {{LOCATION}} mammmita,Entretenimiento
Argentina,USER_290b5b6fd9,"Los besitos en la frente, los abrazos. Aaay por favor estoy hasta las manos",Romance
Argentina,USER_290b5b6fd9,No tengo ganas de hacer nada xd,Falta de motivación
Argentina,USER_290b5b6fd9,"Tu me pones a volar, yo te pongo a temblarrrr",Pasión
Argentina,USER_290b5b6fd9,Como me saco toda esta angustia?,Malestar emocional
Argentina,USER_290b5b6fd9,Nunca jueguen con las personas por favor! No se dan una idea de lo horrible q se siente,Relaciones interpersonales
Argentina,USER_290b5b6fd9,"{{LOCATION}} gente que quiera hacer esto conmigo el fin de semana, hasta ahora somos 1 {{URL}}",Planes de ocio
Argentina,USER_290b5b6fd9,Quee pedazo de tema el de cazzu xfavor,Música
Argentina,USER_290b5b6fd9,"2 amigas tengo y tuve siempre, a veces me hace sentir tan mal el hecho de no compartir tanto tiempo con ellas sabiendo que las amo a más no poder pero estoy tratando de mejorar mi vida poco a poco y planeo volver con una versión mía mucho mejor, ojalá puedan entenderme:(",Superación personal
Argentina,USER_290b5b6fd9,Amo los sahumerios porfavorrrr. Quiero miles,Gustos personales
Argentina,USER_290b5b6fd9,"Hice tik tok y lpm como no fui tiktoker desde un principio. Ya se donde está la magia, en bebotear. El autoestima allá arriba tengo ahora ahre dos segundos me dura",Redes sociales
Argentina,USER_290b5b6fd9,"Lo más chocante de mi adolescencia fue darme cuanta que la familia la que creía perfecta, me lastima más que cualquier otra cosa.",Conflictos familiares
Argentina,USER_290b5b6fd9,{{PERSON}} recibiera lo que doy.,Queja sentimental
Argentina,USER_290b5b6fd9,Porque la vida me da estas oportunidades que uno corre riesgo pero tampoco se pueden desaprovechar ahre,Reflexión vital
Argentina,USER_290b5b6fd9,Son casi las 5 d la mañana y andamos como si fueran las 5 d ls tarde jaajjajs,Ocio nocturno
Argentina,USER_290b5b6fd9,El día sabe que es el dia. {{LOCATION}},Contenido no interpretable
Argentina,USER_290b5b6fd9,Se re alborotan las pendejas estas. la re viven jajajajaja,Observación social
Argentina,USER_290b5b6fd9,Yo me merezco el premio a la mejor wacha q te vas a cruzar en tu vida q queres q te diga,Autoestima
Argentina,USER_7ff72b1c70,la crotera avanza A pasos a pasos agigantados {{LOCATION}} ha golpeado a mi puerta y yo le dije pase,Dificultad económica
Argentina,USER_7ff72b1c70,Salir o no salir?,Dilema social
Argentina,USER_7ff72b1c70,volver un tiempo atrás,Nostalgia
Argentina,USER_7ff72b1c70,Con el amigo en {{LOCATION}} {{URL}},Amistad y ocio
Argentina,USER_7ff72b1c70,Aguante los guiso de mama,Comida casera
Argentina,USER_7ff72b1c70,Todo todo todo todo.. tan raro que no dejo de pensar ..pero pienso y es muy difícil dejar de olvidar 😳,Pensamientos complejos
Argentina,USER_7ff72b1c70,Servicial para la salud 😛,Humor irónico
Argentina,USER_7ff72b1c70,De guay a larroque,Viaje/desplazamiento
Argentina,USER_7ff72b1c70,La más lindaa {{URL}},Elogio
Argentina,USER_7ff72b1c70,Las fiestasss cada vez me divierten mas. .Así nunca voy a dejar da salir ..Así noooo!!!,Vida social
Argentina,USER_7ff72b1c70,{{URL}},Contenido no interpretable
Argentina,USER_7ff72b1c70,{{USER_MENTION}} {{URL}},Contenido no interpretable
Argentina,USER_7ff72b1c70,Eras mala con maltrato ...Ahora sos un amor de {{PERSON}} {{URL}},Relación personal
Argentina,USER_7ff72b1c70,Feliz añoooooooooooooooo la {{LOCATION}},Celebración de año nuevo
Argentina,USER_7ff72b1c70,Siempre esperando😫,Frustración
Argentina,USER_7ff72b1c70,Que dos personas que se hacen querer....Son los mas {{URL}},Aprecio personal
Argentina,USER_7ff72b1c70,Que desperdicio de tiempo ooooooooooooooo. .pudiendo no perderlo,Arrepentimiento sobre el tiempo
Argentina,USER_7ff72b1c70,Me instale a lo campero a hacer un cordero {{URL}},Gastronomía rural
Argentina,USER_7ff72b1c70,Ya esta ya desidi ...a seguir con mi vida que salga como dios quiera..,Decisión personal
Argentina,USER_7ff72b1c70,Si lo tuyo es triste ..seguro que lo mio es una felicidad. ..,Contraste emocional
Argentina,USER_57fe951cfc,"La pregunta es me ama? Cuanto? Porque necesito saberlo, necesito equivocarme en lo que pienso.",Incertidumbre romántica
Argentina,USER_57fe951cfc,Algo mas hermoso que vos nunca voy a encontrar 😍💕 sos hermosa mi amor 😍 {{URL}},Declaración de amor
Argentina,USER_57fe951cfc,"No te das una idea de lo que te extraño,  de lo que quiero volver con vos,  si me uvieras dicho que la tenia que remar solo lo hacia 😭😭😭😭",Deseo de reconciliación
Argentina,USER_57fe951cfc,Sos vos maitén 😂 {{USER_MENTION}} {{URL}},Interacción personal
Argentina,USER_57fe951cfc,{{PERSON}} amosi 😢 {{USER_MENTION}} {{URL}},Expresión de afecto
Argentina,USER_57fe951cfc,Mi novia es la más hermosa de todas 😍,Elogio a la pareja
Argentina,USER_57fe951cfc,Me voy a dormir...,Actividad cotidiana
Argentina,USER_57fe951cfc,"Conmigo no joden mas, ya no me toman mas de boludo 👍",Afirmación de límites
Argentina,USER_57fe951cfc,No me contesto mas :c,Frustración comunicativa
Argentina,USER_57fe951cfc,Soy una persona muy cariñosa para personas muy frias,Reflexión sobre relaciones
Argentina,USER_57fe951cfc,Y ahora despues de tanto vuelvo a estar solo 😭😭😭,Soledad
Argentina,USER_57fe951cfc,Tengo el mal presentimiento de que algo va a pasar😞,Preocupación
Argentina,USER_57fe951cfc,Ya no creo.,Desilusión
Argentina,USER_57fe951cfc,"No entiendo por que me pasa todo lo malo {{PERSON}},  acaso me merezco todo esto que me esta pasando?",Cuestionamiento personal
Argentina,USER_57fe951cfc,"trate de cambiar, no por mi, sino por vos, trate de ser algo que nunca fui, no por mi, SINO POR VOS.",Sacrificio en relación
Argentina,USER_57fe951cfc,"Mi viejo me dice: "" cuidala lucas espero que no seas como tus hermanos y no {{PERSON}} de gatero, es muy buena la nena"" , ya se encariñaron 😂😂",Consejo familiar
Argentina,USER_57fe951cfc,Quiero tatuarme de una puta ves 😒,Deseo personal
Argentina,USER_57fe951cfc,Que aburrido que estoy😞,Aburrimiento
Argentina,USER_57fe951cfc,Por cosas asi te das cuenta de muchas cosas 👍,Reflexión general
Argentina,USER_57fe951cfc,"La verdad cambie una banda, antes {{PERSON}} llegaria a mentir y irme a una joda pero no, ahora me quedo en mi casa o voy a {{PERSON}} con mis hermanos",Cambio de hábitos
Argentina,USER_57fe951cfc,Sinceramente no me espero nada de ella sabes porque? Por que confio y estoy seguro de la persona en la que confio.,Confianza en pareja
Argentina,USER_57fe951cfc,"La verdad que me la estoy re jugando, si me lastima o no me da igual, con tan solo saber que hice las cosas bien y di todo por ella me basta",Riesgo en el amor
Argentina,USER_b94004430f,"LA VERDAD. 
no mentira te amo {{USER_MENTION}}",Interacción personal/afecto
Argentina,USER_b94004430f,{{USER_MENTION}} {{USER_MENTION}} 👇🏼👇🏼,Contenido no interpretable
Argentina,USER_b94004430f,Creo que nunca la había pasado tan bien 💖,Sentimiento positivo
Argentina,USER_b94004430f,"{{LOCATION}}, renovada y restaurada por aquel que, desde antes de la fundación del mundo, me amó💖🙌🏼✝️",Religión/fe
Argentina,USER_b94004430f,La posta,Opinión/asentimiento
Argentina,USER_b94004430f,"Me agregaron a un grupo para buscarle novio a la mamá de {{PERSON}} y NO me eliminaron ☺️, a ponerse en campaña nomás",Anécdota social/humor
Argentina,USER_b94004430f,"Lo mierda que está siendo este año, es impresionante.",Queja general
Argentina,USER_b94004430f,"Y como éstas, un millón de obras sobrevaloradas.",Crítica cultural
Argentina,USER_b94004430f,"Yo no puedo creer que con {{PERSON}} hayamos sido tan PELOTUDAS DIOOSSSSS.
{{LOCATION}} QUE NOS EL PREMIO A LAS BOLUDAS DEL AÑO VAVAVAVA",Humor autocrítico/amistad
