territorio,usuario,tweet,microtema
España,USER_f39e1cfd0a,"23. Eres una de las personas que mejor me cae y a la que más odio, solo tú me puedes sacar de quicio tanto, pero te aprecio.",Sentimientos contradictorios
España,USER_f39e1cfd0a,"18. La verdad a que me caes muy bien, a veces me sacas de quicio, pero como tienes gatos se me pasa.",Humor
España,USER_f39e1cfd0a,"Venga va, yo también quiero hacerlo. (Dejadme uno o dos al menos.) {{URL}}",Participación en trend
España,USER_f39e1cfd0a,"""No sabes lo bien que me hace sentir, que te vayas de mi vida.""",Alivio por separación
España,USER_f39e1cfd0a,“Me ilusioné con algo que desde el principio sabía que no se podría.”,Desilusión
España,USER_e4ba2db8c9,{{URL}},Contenido no interpretable
España,USER_e4ba2db8c9,Decorar la jaula no te hará libre.,Reflexión existencial
España,USER_e4ba2db8c9,{{USER_MENTION}} {{URL}},Contenido no interpretable
España,USER_e4ba2db8c9,{{USER_MENTION}} soy yo y tu animandome {{URL}},Amistad
España,USER_e4ba2db8c9,Hay historias que son sólo de uno.,Reflexión personal
España,USER_e4ba2db8c9,"{{LOCATION}}, hoy se sale?",Planes sociales
España,USER_e4ba2db8c9,"De repente cuando empieza a ir algo bien en tu vida, tienes miedo, mucho miedo, porque no estás acostumbrado a qe las cosas salga bien nunca",Inseguridad personal
España,USER_e4ba2db8c9,{{URL}},Contenido no interpretable
España,USER_e4ba2db8c9,Hay días tontos y....,Estado de ánimo
España,USER_e4ba2db8c9,Odio cuando me apetece hablar a alguien porque odio hacerlo.,Introversión
España,USER_e4ba2db8c9,{{PERSON}} calma,Interacción personal
España,USER_e4ba2db8c9,"Me a entrado curiosidad de repente.. 
Tenéis el ombligo...",Curiosidad
España,USER_e4ba2db8c9,Yo todos los dias {{URL}},Identificación
España,USER_e4ba2db8c9,{{URL}},Contenido no interpretable
España,USER_e4ba2db8c9,"Cada cual es mejor, juro que paro ya {{URL}}",Opiniones
España,USER_e4ba2db8c9,Nada más que añadir xd {{URL}},Comentario personal
España,USER_e4ba2db8c9,{{URL}},Contenido no interpretable
España,USER_e4ba2db8c9,"No entres, te asustaras.",Intriga
España,USER_e4ba2db8c9,He vuelto a ver al amor de vida (aunque el aún no lo sepa) por tercera vez,Romance
España,USER_e4ba2db8c9,{{URL}},Contenido no interpretable
España,USER_980fc973e2,#DESAL_IA #VIVEAHORA {{USER_MENTION}} {{URL}},Evento/promoción
España,USER_980fc973e2,Calmar la desesperación de mi amiga por ir a #Desalia{{NUMBER}} {{URL}},Preparativos/eventos
España,USER_980fc973e2,#{{LOCATION}} he pasado tanta vergüenza cuando mi amiga se equivocó de grupo y paso este video (adjunto) por un grupo de controles con 257 personas de nuestro pueblo {{USER_MENTION}} {{URL}},Anécdota social/humor
España,USER_980fc973e2,Nos las quitan de las manosss,Observación de la demanda
España,USER_980fc973e2,Sin palabra alguna,Reacción emocional
España,USER_980fc973e2,{{USER_MENTION}},Contenido no interpretable
España,USER_980fc973e2,{{USER_MENTION}} {{USER_MENTION}} {{USER_MENTION}} {{USER_MENTION}},Contenido no interpretable
España,USER_980fc973e2,No se a vosotras pero a mi hacerme unos buenos rayotes bien hechos me pone muy feliz,Cuidado personal/belleza
España,USER_980fc973e2,"Nacemos solos, morimos igual",Reflexión existencial
España,USER_980fc973e2,Para ya de darle vueltas a esa mente que te está matando y demos una vuelta por el bar,Consejo social/ocio
España,USER_980fc973e2,{{URL}},Contenido no interpretable
España,USER_980fc973e2,Se pone en ámbar y acelera,Conducción/tráfico
España,USER_980fc973e2,¿Y ahora quién va a limpiar todo este puto desastre?,Frustración/problemas
España,USER_980fc973e2,Me quedaré con muchas ganas de verte,Sentimientos/relaciones
España,USER_980fc973e2,El problema es que siempre hay un problema,Reflexión pesimista/problemas
España,USER_980fc973e2,Quiero que me mires cuando pase,Deseo de atención
España,USER_980fc973e2,Me puedo acostar ya??,Cansancio/rutina
España,USER_980fc973e2,"Guarda una parte de mi, por si algún día te falta",Sentimientos/relaciones
España,USER_980fc973e2,"Lo tengo todo claro, pero te miro y me lleno de dudas",Incertidumbre/relaciones
España,USER_980fc973e2,"{{LOCATION}}, me lio, la lio y te vas",Drama personal/relaciones
España,USER_980fc973e2,Tú y yo pegamos y tú poniendo pegas,Conflicto/relaciones
España,USER_980fc973e2,yo con cada decisión de mi vida,Reflexión personal/humor
España,USER_5adae5633a,Te juro que llegar a casa enamorada es magia «,Contenido no interpretable
España,USER_5adae5633a,"Tenía demonios pero ya ni me asusto, caminar con ganas de comerme el mundo «",Contenido no interpretable
España,USER_5adae5633a,A mi que me coman el coño qué la cabeza ya me la como yo solita',Contenido no interpretable
España,USER_5adae5633a,De 0 a 100 en un segundo y al revés(;,Contenido no interpretable
España,USER_5adae5633a,Para hablar de mi os lavais la boca.,Contenido no interpretable
España,USER_5adae5633a,{{LOCATION}} días putaasssss,Contenido no interpretable
España,USER_5adae5633a,"Mi felicidad es mía, nadie me la quita.",Contenido no interpretable
España,USER_5adae5633a,{{USER_MENTION}} pa ti primo 👌 {{URL}},Contenido no interpretable
España,USER_5adae5633a,Uno de los mejores días de este año 👌🌊🐚 {{URL}},Contenido no interpretable
España,USER_5adae5633a,"Cuando no sepa seguir,que me lleve el aire, me he arrancado de raíz acaso no veis que, estoy volviendo a crecer ya que todo va bien.",Contenido no interpretable
España,USER_5adae5633a,A la playita que nos vamos 👌💎🐟🐚🐠🌊,Contenido no interpretable
España,USER_5adae5633a,"Porque jurar y prometer solo son verbos, al que cumpla su palabra maximo respeto.",Contenido no interpretable
España,USER_5adae5633a,"Que no es depender de ti, es darte mi felicidad.",Contenido no interpretable
España,USER_5adae5633a,La buena nochecita ayer con la bae 😍👐👑 {{URL}},Contenido no interpretable
España,USER_5adae5633a,La perra como la dueña bien loca 👌,Contenido no interpretable
España,USER_5adae5633a,Cuando estoy mal y veo a mi perra corriendo por toda la casa derrapando y dandose hostias y se me pasa 😂😂,Contenido no interpretable
España,USER_5adae5633a,Quieres amor extraterrestre sin pisar {{LOCATION}}...,Contenido no interpretable
España,USER_5adae5633a,Que facil es decir te quiero. Que facil fue decir te quiero pa marcharse luego no?,Contenido no interpretable
España,USER_5adae5633a,"Deja de volar atado a una persona, sin quererse volar en compañia no funciona ...",Contenido no interpretable
España,USER_5adae5633a,"{{LOCATION}} con la sonrisa que vestia mama, cuando todo estaba mal lloraba pero siempre tenia una sonrisa si alguien la miraba eh",Contenido no interpretable
España,USER_5adae5633a,Llega la muerte y se lleva a quien quieres sin hacer preguntas..,Contenido no interpretable
España,USER_5adae5633a,Que nadie robe tu autoestima aprobechando que estas mal.,Contenido no interpretable
España,USER_4bd03364b5,status de visita: perfil visualizado 6 vezes {{URL}},Actividad en redes
España,USER_4bd03364b5,seu perfil foi visto por 3 pessoas nas últimas 2 horas {{URL}},Actividad en redes
España,USER_4bd03364b5,seu perfil foi visto por 7 pessoas nas últimas 5 horas {{URL}},Actividad en redes
España,USER_4bd03364b5,atualização de {{LOCATION}} no meu perfil {{URL}},Actividad en redes
España,USER_4bd03364b5,Te sales del pellejo bro y tienes un talento increíble sigue así {{USER_MENTION}},Elogio/apoyo
España,USER_4bd03364b5,seu perfil foi visto por 5 pessoas nas últimas 6 horas {{URL}},Actividad en redes
España,USER_4bd03364b5,"Para la semana que viene sale otro nuevo videoclip de rdg$, este es otro aparte del día Martes13 de este mes. #Rdg$Music #{{LOCATION}}",Música
España,USER_4bd03364b5,Antes de comerte el mundo piensa en como tragarlo. #BD,Reflexión
España,USER_4bd03364b5,"Trabando ya en mi primer proyecto, espero que todo salga como lo previsto.",Proyectos personales
España,USER_4bd03364b5,Hay tantas cosas que me tocan los cojones en este planeta..,Queja/frustración
España,USER_4bd03364b5,La suerte nunca estuvo de nuestra parte.,Sentimiento de mala suerte
España,USER_4bd03364b5,"{{LOCATION}}, que haríais sin el maquillaje😂.",Comentario sobre belleza
España,USER_4bd03364b5,{{LOCATION}}.,Contenido no interpretable
España,USER_4bd03364b5,Si decidí perderte fue porque contigo no tenía nada que ganar.,Relaciones personales
España,USER_4bd03364b5,"-Los ""te quiero"" borracho valen el doble. {{URL}}",Humor sobre relaciones
España,USER_4bd03364b5,"{{LOCATION}} días mundo, haber como pasa este dia.",Saludos diarios
España,USER_4bd03364b5,Aún así has hermanos que te apoyan con dos cojones. Gracias {{USER_MENTION}},Agradecimiento por apoyo
España,USER_4bd03364b5,Venga a pasarle la mano a todos menos a mi. Y que luego digan que el racismo es cosa de nazis.,Queja sobre injusticia social
España,USER_4bd03364b5,No me pidas el cielo si conmigo eres el diablo.,Reflexión sobre relaciones
España,USER_4bd03364b5,"Y yo, voy a beberme hasta las copas de los árboles, voy a tomar de todo menos decisiones 🎵🎵",Música y ocio
España,USER_4bd03364b5,Puto twitter que sigue a la gente por la cara.,Queja sobre redes sociales
España,USER_4bd03364b5,Patadón a lo Van Damm estrategía a lo {{PERSON}}🎵,Música y referencias pop
España,USER_72fa0b6ab0,"El amor es darlo todo sin recibir nada a cambio.

-2Moons.",Amor
España,USER_72fa0b6ab0,¿Y si en realidad nunca voy a ser libre?,Cuestionamiento existencial
España,USER_72fa0b6ab0,"Deseo que llegue invierno. Y que dure siempre, por favor.",Deseo estacional
España,USER_72fa0b6ab0,Te extraño.,Añoranza
España,USER_72fa0b6ab0,Estoy cansada de callar mis problemas y fingir que todo está bien o normal.,Desahogo personal
España,USER_72fa0b6ab0,"El universo está hecho de historias, no de átomos.
-Muriel Ruckeyser.",Filosofía
España,USER_72fa0b6ab0,"Cuida de tu corazón, se puede romper.",Consejo de vida
España,USER_72fa0b6ab0,Mis padres nunca van ha aceptar que no soy creyente y que estoy a favor de LGTB.,Conflicto familiar
España,USER_72fa0b6ab0,"A lo largo de mi vida he visto que las familias no son tan felices, ni unidas, ni tan hermosas como se ven en las películas.
Qué triste...",Desilusión familiar
España,USER_72fa0b6ab0,¿Por qué siempre vuelvo a caer?,Lucha personal
España,USER_72fa0b6ab0,Mañana {{LOCATION}}.,Planes futuros
España,USER_72fa0b6ab0,¿Debo llorar?,Duda emocional
España,USER_72fa0b6ab0,También estoy cansada de la falsedad de las personas que me rodean.,Frustración social
España,USER_72fa0b6ab0,Qué día tan vacío...,Estado de ánimo
España,USER_72fa0b6ab0,Y pensar que queda sólo un día para volver al instituto... {{URL}},Vuelta a clases
España,USER_72fa0b6ab0,"Una persona cambia por tres razones; 
Aprendió demasiado.
Sufrió lo suficiente.
Se cansó de lo mismo.",Reflexión sobre el cambio
España,USER_7c4b2ac7c5,Enviar,Contenido no interpretable
España,USER_7c4b2ac7c5,Que te respondan las historias una única persona que quieres que lo haga... Significa mucho o poco?,Interacción social
España,USER_7c4b2ac7c5,"Si me compro la revista de altaya en la viene un mustang, podría decir que tengo un mustang ¿no?",Humor
España,USER_7c4b2ac7c5,"Un día me dijeron que me querían un huevo, mi respuesta fue que cuando me quisiera con dos cojones me buscara.",Relaciones interpersonales
España,USER_7c4b2ac7c5,Sus ojos son otro mundo.,Sentimientos
España,USER_7c4b2ac7c5,Me guardo las balas por si algún día vuelves,Relaciones pasadas
España,USER_7c4b2ac7c5,Alguien que sea tauro? 🤔,Astrología
España,USER_7c4b2ac7c5,Debería existir el copyright xd {{URL}},Propiedad intelectual
España,USER_7c4b2ac7c5,Están pero no están a la vez.,Reflexión existencial
España,USER_7c4b2ac7c5,Me voy a tirar todo el día en la cama? Me voy a tirar todo el día en la cama,Ocio y descanso
España,USER_7c4b2ac7c5,Soy al único al que no le gusta que le toquen/acaricien el pelo???,Preferencias personales
España,USER_7c4b2ac7c5,"{{NUMBER}} favs y me declaro a {{PERSON}}, venga con un par
No llego ni de coña xdd",Reto social
España,USER_7c4b2ac7c5,Me he puesto tan gordo que el face id no me reconoce,Humor autorreferencial
España,USER_7c4b2ac7c5,Cada día me da más pereza meterme al WhatsApp,Fatiga digital
España,USER_7c4b2ac7c5,Nacer es empezar a morir.,Reflexión existencial
España,USER_7c4b2ac7c5,"Contigo, donde sea.",Sentimientos
España,USER_7c4b2ac7c5,"No me habla, no le hablo",Conflicto relacional
España,USER_7c4b2ac7c5,"Os imagináis que los animales cuando se quedan solos en casa, son agentes secretos como {{PERSON}} el ornitorrinco?",Humor
España,USER_7c4b2ac7c5,"Cuando pensaba que si, al final resulta que no.",Decepción
España,USER_7c4b2ac7c5,Una muerte mas,Muerte
España,USER_7c4b2ac7c5,Felicidades mamá.,Celebración familiar
España,USER_7c4b2ac7c5,El señor burns,Cultura pop
España,USER_25a57f2beb,#unaquimicaparatodos Nutrición Humana y Dietética en la Universidad Complutense de Madrid ❤️,Estudios universitarios
España,USER_25a57f2beb,#sehancEVAU,Exámenes de acceso
España,USER_25a57f2beb,¿Nota de corte? Eso es de pobres,Humor
España,USER_25a57f2beb,Y tú lo que tienes es un retraso muy grande chico {{URL}},Insulto/agresión verbal
España,USER_25a57f2beb,Sabes que la vida se basa en ironía cuando {{USER_MENTION}} da fav a un tweet sobre tetas pequeñas,Humor
España,USER_25a57f2beb,Cuando {{USER_MENTION}} te dice que cambias más de novio que {{PERSON}} de presidente del gobierno {{PERSON}} t odio,Relaciones personales
España,USER_25a57f2beb,No puedes tener dudas de mates si no tienes ni idea {{URL}},Humor
España,USER_25a57f2beb,{{USER_MENTION}} {{USER_MENTION}} #blankipu te hemos visto y te queremos 💓gracias por hacernos aprobar bachillerato {{URL}},Agradecimiento
España,USER_25a57f2beb,Una vez me dijo un tío muy listo que la gente inteligente es a la que más me cuesta encontrar pareja y son los que mejor se mueven solos,Reflexión personal
España,USER_25a57f2beb,"De los creadores de ""es que eres insegura"" y ""no tengo tiempo"" {{USER_MENTION}} JAJAJA",Crítica social
España,USER_25a57f2beb,"cuando te dicen {{PERSON}} y no tires, y esperas y no tiras pero sabes que a este paso se quedas así para siempre",Frustración
España,USER_25a57f2beb,Y yo no tengo papel higiénico en el baño. Es táctil. {{URL}},Humor
España,USER_25a57f2beb,{{URL}},Contenido no interpretable
España,USER_25a57f2beb,Hay chiquillas en el gimnasio que parece que les da miedo sudar JAJAJ,Gimnasio
España,USER_25a57f2beb,"No hay mejor entrenamiento de brazos que lavar un abrigo de borrego a mano, lo juro",Actividad doméstica
España,USER_25a57f2beb,{{USER_MENTION}} {{URL}},Contenido no interpretable
España,USER_25a57f2beb,En segundo de bachillerato todo es #compañerism {{USER_MENTION}},Estudios
España,USER_25a57f2beb,"When you try your best but you don't succeed, creo que es la frase de mi vida JAJAJA feliz {{NUMBER}}",Frustración
España,USER_25a57f2beb,#jesucristoesflexible #jesucristotienebuenculo 🤘🏻{{USER_MENTION}} {{USER_MENTION}} porque también forma parte de la tarde 💙,Humor irreverente
España,USER_25a57f2beb,Que me hagan sentir que mi cuerpo es feo porque no sepan hacer vaqueros para chicas con curvas es realmente injusto,Queja
España,USER_25a57f2beb,"Primer caso de violencia de género en el año, es alucinante macho.",Problema social
España,USER_25a57f2beb,Ver a chavales en las joyerías o en las tiendas de maquillaje haciendo un esfuerzo por comprar regalos a sus respectivas es precioso,Observación social
España,USER_21c1e8b845,"COMPRO ENTRADA ARENAL SOUND. ABONO GENERAL. ⚠️
#ArenalSound #ArenalSound{{NUMBER}}",Música en vivo
España,USER_21c1e8b845,{{USER_MENTION}} 🖤,Contenido no interpretable
España,USER_21c1e8b845,¿Soy demasiado sensible si he llorado con este vídeo?,Reacción emocional
España,USER_21c1e8b845,Ojalá el sábado escuchar esta canción en directo 🥺,Música en vivo
España,USER_21c1e8b845,✨ {{URL}},Contenido no interpretable
España,USER_21c1e8b845,🦂 {{URL}},Contenido no interpretable
España,USER_21c1e8b845,"y es que me acuerdo de ti tos los días, aunque ya no te lo diga",Recuerdos
España,USER_21c1e8b845,tu recuerdo se ha quedao marcao {{URL}},Recuerdos
España,USER_21c1e8b845,"yo: lo bueno de estar en la mierda es que ya no puedo ir a peor
la regla: jajajajajajjsjjajs",Humor
España,USER_21c1e8b845,"Hola! Busco habitación en {{LOCATION}} para entrar en septiembre. Si os enteráis de cualquier cosa, contactadme por md.
Agradezco difusión 🥺🖤.",Búsqueda de vivienda
España,USER_21c1e8b845,¿Puede alguien inventar un botón al que apretar y dejar de echar de menos? Por favor y gracias.,Añoranza
España,USER_21c1e8b845,¿Confirmamos que lo único que necesito es llorar en un concierto de {{PERSON}}?,Música en vivo
España,USER_21c1e8b845,"Pero cómo de cabrona es mi mente haciéndome soñar estas puta mierdas, tío???",Frustración
España,USER_21c1e8b845,"no, siguiente pregunta",Contenido no interpretable
España,USER_21c1e8b845,en qué momento he dejado de seguir en instagram todas las cuentas de poesía y he empezado a seguir cuentas de psicología???,Intereses personales
España,USER_21c1e8b845,💔 {{URL}},Contenido no interpretable
España,USER_21c1e8b845,De repente me han entrado muchísimas ganas de ir a un concierto de {{PERSON}} y llorar muchísimo.,Música en vivo
España,USER_21c1e8b845,"Yo que pensaba que todo lo tenía, hoy te pienso veinte horas al día.",Añoranza
España,USER_21c1e8b845,Pero cuántas horas tiene esta noche????,Percepción del tiempo
España,USER_21c1e8b845,¿Lo único que necesito es que me abracen y dormir? Sí,Necesidad de consuelo
España,USER_21c1e8b845,🌹 {{URL}},Contenido no interpretable
España,USER_21c1e8b845,Estoy: llorando,Emociones
España,USER_ee76474727,Alguien tenía que decirlo 👏👏👏,Opinión personal
España,USER_ee76474727,"Porque nadie tiene un cuerpo sin heridas, ni un camino fácil aunque no lo diga.",Reflexión sobre la vida
España,USER_ee76474727,He vuelto a mirar tu foto y me he puesto a temblar... {{PERSON}} es aprender a olvidar.,Superación de una relación
España,USER_ee76474727,"'Cuando lloras porque alguien se ha ido, piensa que lloras porque lo has tenido y eso se queda contigo.'",Reflexión sobre la pérdida
España,USER_ee76474727,'Llevas tiempo mal y nadie te pregunta qué coño te pasa.',Sentimiento de desatención
España,USER_ee76474727,Y yo sentía que escribir era mi realidad.,Escritura
España,USER_ee76474727,Cuesta tan poquito hacer sonreír... Y a veces parece que nos cuesta tanto...,Reflexión social
España,USER_ee76474727,"'La rutina le quema, ella más de una vez lo ha mandado todo a la mierda. Pero no se arrepiente, sabe ser fuerte.'",Resiliencia personal
España,USER_ee76474727,Vaya domingo más domingo.,Vida cotidiana
España,USER_ee76474727,Ojalá mensajes bonitos. 😪,Deseo de afecto
España,USER_ee76474727,"Te puedo hablar de soledad si te interesa, de que la carrera me cuesta o que me quiero un poquito más.",Lucha personal y crecimiento
España,USER_ee76474727,"'Te quiero mucho a ti, pero es que a mi no se cuidarme.'",Dificultad de autocuidado
España,USER_ee76474727,El mundo necesita más sorpresas. Más detalles inesperados. Más abrazos por la espalda. Más textos de buenos días.,Deseo de interacciones positivas
España,USER_ee76474727,'Anda con mis pies si no crees en lo que te digo',Afirmación personal
España,USER_ee76474727,Déjame ser débil y llorar hoy. Mañana volveré a ser fuerte.,Gestión emocional
España,USER_ee76474727,"Desde aquí ya no les oigo decirme ""no vas a poder"".",Superación de críticas
España,USER_ee76474727,{{URL}},Contenido no interpretable
España,USER_ee76474727,"Gracias, eres increíble. {{USER_MENTION}}  'Somos lobos negros sin manada aullándole a la vida.'
Volveremos a vernos. {{URL}}",Gratitud y resiliencia
España,USER_ee76474727,Que aquel hombre dijo que era demasiado buena...,Percepción personal
España,USER_ee76474727,"Gracias, por el cariño y la paciencia cuando todo iba mal.",Gratitud por el apoyo
España,USER_ee76474727,Estoy volando con las alas que en su día no supiste ver.,Crecimiento personal y empoderamiento
