territorio,usuario,tweet
España,USER_5adae5633a,A mi que me coman el coño qué la cabeza ya me la como yo solita'
España,USER_5adae5633a,De 0 a 100 en un segundo y al revés(;
España,USER_5adae5633a,Para hablar de mi os lavais la boca.
España,USER_5adae5633a,{{LOCATION}} días putaasssss
España,USER_5adae5633a,"Mi felicidad es mía, nadie me la quita."
España,USER_5adae5633a,{{USER_MENTION}} pa ti primo 👌 {{URL}}
España,USER_5adae5633a,Uno de los mejores días de este año 👌🌊🐚 {{URL}}
España,USER_5adae5633a,"Cuando no sepa seguir,que me lleve el aire, me he arrancado de raíz acaso no veis que, estoy volviendo a crecer ya que todo va bien."
España,USER_5adae5633a,A la playita que nos vamos 👌💎🐟🐚🐠🌊
España,USER_5adae5633a,"Porque jurar y prometer solo son verbos, al que cumpla su palabra maximo respeto."
España,USER_5adae5633a,"Que no es depender de ti, es darte mi felicidad."
España,USER_5adae5633a,La buena nochecita ayer con la bae 😍👐👑 {{URL}}
España,USER_5adae5633a,La perra como la dueña bien loca 👌
España,USER_5adae5633a,Cuando estoy mal y veo a mi perra corriendo por toda la casa derrapando y dandose hostias y se me pasa 😂😂
España,USER_5adae5633a,Quieres amor extraterrestre sin pisar {{LOCATION}}...
España,USER_5adae5633a,Que facil es decir te quiero. Que facil fue decir te quiero pa marcharse luego no?
España,USER_5adae5633a,"Deja de volar atado a una persona, sin quererse volar en compañia no funciona ..."
España,USER_5adae5633a,"{{LOCATION}} con la sonrisa que vestia mama, cuando todo estaba mal lloraba pero siempre tenia una sonrisa si alguien la miraba eh"
España,USER_5adae5633a,Llega la muerte y se lleva a quien quieres sin hacer preguntas..
España,USER_5adae5633a,Que nadie robe tu autoestima aprobechando que estas mal.
España,USER_4bd03364b5,status de visita: perfil visualizado 6 vezes {{URL}}
España,USER_4bd03364b5,seu perfil foi visto por 3 pessoas nas últimas 2 horas {{URL}}
España,USER_4bd03364b5,seu perfil foi visto por 7 pessoas nas últimas 5 horas {{URL}}
España,USER_4bd03364b5,atualização de {{LOCATION}} no meu perfil {{URL}}
España,USER_4bd03364b5,Te sales del pellejo bro y tienes un talento increíble sigue así {{USER_MENTION}}
España,USER_4bd03364b5,seu perfil foi visto por 5 pessoas nas últimas 6 horas {{URL}}
España,USER_4bd03364b5,"Para la semana que viene sale otro nuevo videoclip de rdg$, este es otro aparte del día Martes13 de este mes. #Rdg$Music #{{LOCATION}}"
España,USER_4bd03364b5,Antes de comerte el mundo piensa en como tragarlo. #BD
España,USER_4bd03364b5,"Trabando ya en mi primer proyecto, espero que todo salga como lo previsto."
España,USER_4bd03364b5,Hay tantas cosas que me tocan los cojones en este planeta..
España,USER_4bd03364b5,La suerte nunca estuvo de nuestra parte.
España,USER_4bd03364b5,"{{LOCATION}}, que haríais sin el maquillaje😂."
España,USER_4bd03364b5,{{LOCATION}}.
España,USER_4bd03364b5,Si decidí perderte fue porque contigo no tenía nada que ganar.
España,USER_4bd03364b5,"-Los ""te quiero"" borracho valen el doble. {{URL}}"
España,USER_4bd03364b5,"{{LOCATION}} días mundo, haber como pasa este dia."
España,USER_4bd03364b5,Aún así has hermanos que te apoyan con dos cojones. Gracias {{USER_MENTION}}
España,USER_4bd03364b5,Venga a pasarle la mano a todos menos a mi. Y que luego digan que el racismo es cosa de nazis.
España,USER_4bd03364b5,No me pidas el cielo si conmigo eres el diablo.
España,USER_4bd03364b5,"Y yo, voy a beberme hasta las copas de los árboles, voy a tomar de todo menos decisiones 🎵🎵"
España,USER_4bd03364b5,Puto twitter que sigue a la gente por la cara.
España,USER_4bd03364b5,Patadón a lo Van Damm estrategía a lo {{PERSON}}🎵
España,USER_72fa0b6ab0,"El amor es darlo todo sin recibir nada a cambio.

-2Moons."
España,USER_72fa0b6ab0,¿Y si en realidad nunca voy a ser libre?
España,USER_72fa0b6ab0,"Deseo que llegue invierno. Y que dure siempre, por favor."
España,USER_72fa0b6ab0,Te extraño.
España,USER_72fa0b6ab0,Estoy cansada de callar mis problemas y fingir que todo está bien o normal.
España,USER_72fa0b6ab0,"El universo está hecho de historias, no de átomos.
-Muriel Ruckeyser."
España,USER_72fa0b6ab0,"Cuida de tu corazón, se puede romper."
España,USER_72fa0b6ab0,Mis padres nunca van ha aceptar que no soy creyente y que estoy a favor de LGTB.
España,USER_72fa0b6ab0,"A lo largo de mi vida he visto que las familias no son tan felices, ni unidas, ni tan hermosas como se ven en las películas.
Qué triste..."
España,USER_72fa0b6ab0,¿Por qué siempre vuelvo a caer?
España,USER_72fa0b6ab0,Mañana {{LOCATION}}.
España,USER_72fa0b6ab0,¿Debo llorar?
España,USER_72fa0b6ab0,También estoy cansada de la falsedad de las personas que me rodean.
España,USER_72fa0b6ab0,Qué día tan vacío...
España,USER_72fa0b6ab0,Y pensar que queda sólo un día para volver al instituto... {{URL}}
España,USER_72fa0b6ab0,"Una persona cambia por tres razones; 
Aprendió demasiado.
Sufrió lo suficiente.
Se cansó de lo mismo."
España,USER_7c4b2ac7c5,Enviar
España,USER_7c4b2ac7c5,Que te respondan las historias una única persona que quieres que lo haga... Significa mucho o poco?
España,USER_7c4b2ac7c5,"Si me compro la revista de altaya en la viene un mustang, podría decir que tengo un mustang ¿no?"
España,USER_7c4b2ac7c5,"Un día me dijeron que me querían un huevo, mi respuesta fue que cuando me quisiera con dos cojones me buscara."
España,USER_7c4b2ac7c5,Sus ojos son otro mundo.
España,USER_7c4b2ac7c5,Me guardo las balas por si algún día vuelves
España,USER_7c4b2ac7c5,Alguien que sea tauro? 🤔
España,USER_7c4b2ac7c5,Debería existir el copyright xd {{URL}}
España,USER_7c4b2ac7c5,Están pero no están a la vez.
España,USER_7c4b2ac7c5,Me voy a tirar todo el día en la cama? Me voy a tirar todo el día en la cama
España,USER_7c4b2ac7c5,Soy al único al que no le gusta que le toquen/acaricien el pelo???
España,USER_7c4b2ac7c5,"{{NUMBER}} favs y me declaro a {{PERSON}}, venga con un par
No llego ni de coña xdd"
España,USER_7c4b2ac7c5,Me he puesto tan gordo que el face id no me reconoce
España,USER_7c4b2ac7c5,Cada día me da más pereza meterme al WhatsApp
España,USER_7c4b2ac7c5,Nacer es empezar a morir.
España,USER_7c4b2ac7c5,"Contigo, donde sea."
España,USER_7c4b2ac7c5,"No me habla, no le hablo"
España,USER_7c4b2ac7c5,"Os imagináis que los animales cuando se quedan solos en casa, son agentes secretos como {{PERSON}} el ornitorrinco?"
España,USER_7c4b2ac7c5,"Cuando pensaba que si, al final resulta que no."
España,USER_7c4b2ac7c5,Una muerte mas
España,USER_7c4b2ac7c5,Felicidades mamá.
España,USER_7c4b2ac7c5,El señor burns
España,USER_25a57f2beb,#unaquimicaparatodos Nutrición Humana y Dietética en la Universidad Complutense de Madrid ❤️
España,USER_25a57f2beb,#sehancEVAU
España,USER_25a57f2beb,¿Nota de corte? Eso es de pobres
España,USER_25a57f2beb,Y tú lo que tienes es un retraso muy grande chico {{URL}}
España,USER_25a57f2beb,Sabes que la vida se basa en ironía cuando {{USER_MENTION}} da fav a un tweet sobre tetas pequeñas
España,USER_25a57f2beb,Cuando {{USER_MENTION}} te dice que cambias más de novio que {{PERSON}} de presidente del gobierno {{PERSON}} t odio
España,USER_25a57f2beb,No puedes tener dudas de mates si no tienes ni idea {{URL}}
España,USER_25a57f2beb,{{USER_MENTION}} {{USER_MENTION}} #blankipu te hemos visto y te queremos 💓gracias por hacernos aprobar bachillerato {{URL}}
España,USER_25a57f2beb,Una vez me dijo un tío muy listo que la gente inteligente es a la que más me cuesta encontrar pareja y son los que mejor se mueven solos
España,USER_25a57f2beb,"De los creadores de ""es que eres insegura"" y ""no tengo tiempo"" {{USER_MENTION}} JAJAJA"
España,USER_25a57f2beb,"cuando te dicen {{PERSON}} y no tires, y esperas y no tiras pero sabes que a este paso se quedas así para siempre"
España,USER_25a57f2beb,Y yo no tengo papel higiénico en el baño. Es táctil. {{URL}}
España,USER_25a57f2beb,{{URL}}
España,USER_25a57f2beb,Hay chiquillas en el gimnasio que parece que les da miedo sudar JAJAJ
España,USER_25a57f2beb,"No hay mejor entrenamiento de brazos que lavar un abrigo de borrego a mano, lo juro"
España,USER_25a57f2beb,{{USER_MENTION}} {{URL}}
España,USER_25a57f2beb,En segundo de bachillerato todo es #compañerism {{USER_MENTION}}
España,USER_25a57f2beb,"When you try your best but you don't succeed, creo que es la frase de mi vida JAJAJA feliz {{NUMBER}}"
España,USER_25a57f2beb,#jesucristoesflexible #jesucristotienebuenculo 🤘🏻{{USER_MENTION}} {{USER_MENTION}} porque también forma parte de la tarde 💙
España,USER_25a57f2beb,Que me hagan sentir que mi cuerpo es feo porque no sepan hacer vaqueros para chicas con curvas es realmente injusto
España,USER_25a57f2beb,"Primer caso de violencia de género en el año, es alucinante macho."
España,USER_25a57f2beb,Ver a chavales en las joyerías o en las tiendas de maquillaje haciendo un esfuerzo por comprar regalos a sus respectivas es precioso
España,USER_21c1e8b845,"COMPRO ENTRADA ARENAL SOUND. ABONO GENERAL. ⚠️
#ArenalSound #ArenalSound{{NUMBER}}"
España,USER_21c1e8b845,{{USER_MENTION}} 🖤
España,USER_21c1e8b845,¿Soy demasiado sensible si he llorado con este vídeo?
España,USER_21c1e8b845,Ojalá el sábado escuchar esta canción en directo 🥺
España,USER_21c1e8b845,✨ {{URL}}
España,USER_21c1e8b845,🦂 {{URL}}
España,USER_21c1e8b845,"y es que me acuerdo de ti tos los días, aunque ya no te lo diga"
España,USER_21c1e8b845,tu recuerdo se ha quedao marcao {{URL}}
España,USER_21c1e8b845,"yo: lo bueno de estar en la mierda es que ya no puedo ir a peor
la regla: jajajajajajjsjjajs"
España,USER_21c1e8b845,"Hola! Busco habitación en {{LOCATION}} para entrar en septiembre. Si os enteráis de cualquier cosa, contactadme por md.
Agradezco difusión 🥺🖤."
España,USER_21c1e8b845,¿Puede alguien inventar un botón al que apretar y dejar de echar de menos? Por favor y gracias.
España,USER_21c1e8b845,¿Confirmamos que lo único que necesito es llorar en un concierto de {{PERSON}}?
España,USER_21c1e8b845,"Pero cómo de cabrona es mi mente haciéndome soñar estas puta mierdas, tío???"
España,USER_21c1e8b845,"no, siguiente pregunta"
España,USER_21c1e8b845,en qué momento he dejado de seguir en instagram todas las cuentas de poesía y he empezado a seguir cuentas de psicología???
España,USER_21c1e8b845,💔 {{URL}}
España,USER_21c1e8b845,De repente me han entrado muchísimas ganas de ir a un concierto de {{PERSON}} y llorar muchísimo.
España,USER_21c1e8b845,"Yo que pensaba que todo lo tenía, hoy te pienso veinte horas al día."
España,USER_21c1e8b845,Pero cuántas horas tiene esta noche????
España,USER_21c1e8b845,¿Lo único que necesito es que me abracen y dormir? Sí
España,USER_21c1e8b845,🌹 {{URL}}
España,USER_21c1e8b845,Estoy: llorando
España,USER_ee76474727,Alguien tenía que decirlo 👏👏👏
España,USER_ee76474727,"Porque nadie tiene un cuerpo sin heridas, ni un camino fácil aunque no lo diga."
España,USER_ee76474727,He vuelto a mirar tu foto y me he puesto a temblar... {{PERSON}} es aprender a olvidar.
España,USER_ee76474727,"'Cuando lloras porque alguien se ha ido, piensa que lloras porque lo has tenido y eso se queda contigo.'"
España,USER_ee76474727,'Llevas tiempo mal y nadie te pregunta qué coño te pasa.'
España,USER_ee76474727,Y yo sentía que escribir era mi realidad.
España,USER_ee76474727,Cuesta tan poquito hacer sonreír... Y a veces parece que nos cuesta tanto...
España,USER_ee76474727,"'La rutina le quema, ella más de una vez lo ha mandado todo a la mierda. Pero no se arrepiente, sabe ser fuerte.'"
España,USER_ee76474727,Vaya domingo más domingo.
España,USER_ee76474727,Ojalá mensajes bonitos. 😪
España,USER_ee76474727,"Te puedo hablar de soledad si te interesa, de que la carrera me cuesta o que me quiero un poquito más."
España,USER_ee76474727,"'Te quiero mucho a ti, pero es que a mi no se cuidarme.'"
España,USER_ee76474727,El mundo necesita más sorpresas. Más detalles inesperados. Más abrazos por la espalda. Más textos de buenos días.
España,USER_ee76474727,'Anda con mis pies si no crees en lo que te digo'
España,USER_ee76474727,Déjame ser débil y llorar hoy. Mañana volveré a ser fuerte.
España,USER_ee76474727,"Desde aquí ya no les oigo decirme ""no vas a poder""."
España,USER_ee76474727,{{URL}}
España,USER_ee76474727,"Gracias, eres increíble. {{USER_MENTION}}  'Somos lobos negros sin manada aullándole a la vida.'
Volveremos a vernos. {{URL}}"
España,USER_ee76474727,Que aquel hombre dijo que era demasiado buena...
España,USER_ee76474727,"Gracias, por el cariño y la paciencia cuando todo iba mal."
España,USER_ee76474727,Estoy volando con las alas que en su día no supiste ver.
